variant,scenario,run,seed,success,length,time,firstSolutionTime,tPre,tOpt,nodes,turnSum,minClear,escapes,sideFlips,fallback
w/o path-bias sampling,一般,11,20261914,1,210.687925697851,0.0895896,0.0017986,0.0017986,0.087791,1325,3.47280243370423,0.100207400504519,1,5,0
w/o dynamic rewiring,一般,11,20261914,1,210.677360733024,0.0944946,0.0022767,0.0022767,0.0922179,1364,4.27625018611875,0.176629186605833,1,5,0
w/o seed shortcutting,一般,11,20261914,1,209.5169088259,0.0751686,0.0015081,0.0015081,0.0736605,1364,3.39802743176975,0.156824631535443,1,5,0
AB-IRRT* (full),一般,11,20261914,1,209.5169088259,0.066583,0.0011766,0.0011766,0.0654064,1364,3.39802743176975,0.156824631535443,1,5,0
APF-only,一般,12,20261915,1,229.358752665851,0.0012865,0.0012267,0.0012865,0,NaN,16.5135672987644,0.40276509044968,1,5,0
Informed-RRT*,一般,12,20261915,1,209.851063801738,0.0936592,0.0043101,0,0.0936592,1335,2.2011899927187,0.278307970815793,1,5,0
w/o ellipse seeding,一般,12,20261915,1,210.33323958236,0.0980299,0.004429,0.0018756,0.0961543,1340,2.28046602604014,0.141323193495449,1,5,0
w/o path-bias sampling,一般,12,20261915,1,210.793770422608,0.1197586,0.0019065,0.0019065,0.1178521,1300,2.37268021250629,0.270602864280959,1,5,0
w/o dynamic rewiring,一般,12,20261915,1,209.68744182351,0.1095374,0.0016503,0.0016503,0.1078871,1347,2.12485979251827,0.11797713611889,1,5,0
w/o seed shortcutting,一般,12,20261915,1,210.180721131857,0.0840733,0.0014368,0.0014368,0.0826365,1345,2.64449362228859,0.129038610330742,1,5,0
AB-IRRT* (full),一般,12,20261915,1,210.180721131857,0.0774747,0.0015209,0.0015209,0.0759538,1345,2.64449362228859,0.129038610330742,1,5,0
APF-only,一般,13,20261916,1,229.358752665851,0.0014837,0.0014085,0.0014837,0,NaN,16.5135672987644,0.40276509044968,1,5,0
Informed-RRT*,一般,13,20261916,1,210.546238188057,0.097312,0.0072321,0,0.097312,1321,2.75028801578675,0.225149413708422,1,5,0
w/o ellipse seeding,一般,13,20261916,1,209.227678307636,0.1080744,0.0051573,0.0016196,0.1064548,1368,2.59681671072448,0.101971111460497,1,5,0
w/o path-bias sampling,一般,13,20261916,1,209.321960889115,0.1113254,0.0015435,0.0015435,0.1097819,1317,2.00350192820124,0.107619248784641,1,5,0
w/o dynamic rewiring,一般,13,20261916,1,208.942735431173,0.112235,0.0018909,0.0018909,0.1103441,1358,1.46088092430016,0.0830247794133747,1,5,0
w/o seed shortcutting,一般,13,20261916,1,209.781347890839,0.0866329,0.0017485,0.0017485,0.0848844,1357,2.05886579994449,0.708775434244673,1,5,0
AB-IRRT* (full),一般,13,20261916,1,209.781347890839,0.0857157,0.0022713,0.0022713,0.0834444,1357,2.05886579994449,0.708775434244673,1,5,0
APF-only,一般,14,20261917,1,229.358752665851,0.0018232,0.0017383,0.0018232,0,NaN,16.5135672987644,0.40276509044968,1,5,0
Informed-RRT*,一般,14,20261917,1,211.707921285703,0.1087152,0.0079223,0,0.1087152,1348,2.4208194058322,0.687888790514442,1,5,0
w/o ellipse seeding,一般,14,20261917,1,210.126609461448,0.1110045,0.0048022,0.0017432,0.1092613,1377,2.67134756201011,0.319974482259935,1,5,0
w/o path-bias sampling,一般,14,20261917,1,210.730597377965,0.1027201,0.0015353,0.0015353,0.1011848,1328,3.29311499967798,0.383311925544128,1,5,0
w/o dynamic rewiring,一般,14,20261917,1,209.610958642636,0.1176204,0.0015625,0.0015625,0.1160579,1382,1.9152979236826,0.261513006722312,1,5,0
w/o seed shortcutting,一般,14,20261917,1,209.514911031826,0.0772552,0.0013167,0.0013167,0.0759385,1388,3.4243023231284,0.361227402338372,1,5,0
AB-IRRT* (full),一般,14,20261917,1,209.514911031826,0.0814284,0.0012986,0.0012986,0.0801298,1388,3.4243023231284,0.361227402338372,1,5,0
APF-only,一般,15,20261918,1,229.358752665851,0.0015005,0.0014244,0.0015005,0,NaN,16.5135672987644,0.40276509044968,1,5,0
Informed-RRT*,一般,15,20261918,1,209.002577264655,0.0916388,0.0080243,0,0.0916388,1390,1.96547812289763,0.116183044085481,1,5,0
w/o ellipse seeding,一般,15,20261918,1,208.82311638255,0.1038261,0.0055573,0.0011637,0.1026624,1367,1.58893699492303,0.322270917380532,1,5,0
w/o path-bias sampling,一般,15,20261918,1,210.661667507451,0.1042501,0.0016759,0.0016759,0.1025742,1310,2.2919694472637,0.156244537525644,1,5,0
w/o dynamic rewiring,一般,15,20261918,1,208.844411925658,0.1004224,0.0013167,0.0013167,0.0991057,1350,1.85184002243555,0.106213106607013,1,5,0
w/o seed shortcutting,一般,15,20261918,1,209.584225728428,0.0792334,0.0026833,0.0026833,0.0765501,1352,2.98589834545152,0.174589185807273,1,5,0
AB-IRRT* (full),一般,15,20261918,1,209.584225728428,0.0737457,0.0013198,0.0013198,0.0724259,1352,2.98589834545152,0.174589185807273,1,5,0
APF-only,一般,16,20261919,1,229.358752665851,0.0013001,0.0011754,0.0013001,0,NaN,16.5135672987644,0.40276509044968,1,5,0
Informed-RRT*,一般,16,20261919,1,209.587473052834,0.0988675,0.0122079,0,0.0988675,1341,2.91803453487674,0.163300593468644,1,5,0
w/o ellipse seeding,一般,16,20261919,1,209.560875570803,0.092323,0.0045948,0.0013708,0.0909522,1330,1.79487387169069,0.980044157476535,1,5,0
w/o path-bias sampling,一般,16,20261919,1,210.099046592104,0.0923367,0.0015971,0.0015971,0.0907396,1327,3.02838622132203,0.317804514306334,1,5,0
w/o dynamic rewiring,一般,16,20261919,1,208.635693734661,0.0971156,0.0016463,0.0016463,0.0954693,1354,1.56337700290659,0.147322164483341,1,5,0
w/o seed shortcutting,一般,16,20261919,1,209.489997926786,0.0751133,0.0014518,0.0014518,0.0736615,1338,2.79647020075363,0.0420877957145862,1,5,0
AB-IRRT* (full),一般,16,20261919,1,209.489997926786,0.0649343,0.0015768,0.0015768,0.0633575,1338,2.79647020075363,0.0420877957145862,1,5,0
APF-only,一般,17,20261920,1,229.358752665851,0.0011732,0.0010995,0.0011732,0,NaN,16.5135672987644,0.40276509044968,1,5,0
Informed-RRT*,一般,17,20261920,1,212.750184408899,0.0988367,0.0148183,0,0.0988367,1307,4.52036485120075,0.389817342180412,1,5,0
w/o ellipse seeding,一般,17,20261920,1,208.992416326623,0.0865219,0.0070389,0.0019326,0.0845893,1328,2.03495604211368,0.00845477332130073,1,5,0
w/o path-bias sampling,一般,17,20261920,1,211.689658527917,0.0986767,0.002142,0.002142,0.0965347,1315,4.17795722598538,0.0572403334924854,1,5,0
w/o dynamic rewiring,一般,17,20261920,1,208.954814967225,0.1045811,0.0014313,0.0014313,0.1031498,1337,2.34490255351577,0.0362591859633863,1,5,0
w/o seed shortcutting,一般,17,20261920,1,209.324165354864,0.0702624,0.0015573,0.0015573,0.0687051,1336,3.78482262132409,0.120297403740599,1,5,0
AB-IRRT* (full),一般,17,20261920,1,209.324165354864,0.0768771,0.0012742,0.0012742,0.0756029,1336,3.78482262132409,0.120297403740599,1,5,0
APF-only,一般,18,20261921,1,229.358752665851,0.0014766,0.0013971,0.0014766,0,NaN,16.5135672987644,0.40276509044968,1,5,0
Informed-RRT*,一般,18,20261921,1,209.754833999418,0.0994937,0.0067358,0,0.0994937,1310,2.81728623420146,0.0376823493229033,1,5,0
w/o ellipse seeding,一般,18,20261921,1,209.190248174652,0.0903542,0.0032932,0.0011908,0.0891634,1315,2.49163426880699,0.090847790442437,1,5,0
w/o path-bias sampling,一般,18,20261921,1,209.115689180668,0.0867014,0.0012109,0.0012109,0.0854905,1312,1.83518516466241,0.00879943866942057,1,5,0
w/o dynamic rewiring,一般,18,20261921,1,209.113634960221,0.0959852,0.0012037,0.0012037,0.0947815,1312,1.69325725718495,0.143729924105784,1,5,0
w/o seed shortcutting,一般,18,20261921,1,209.903450647231,0.0777866,0.0021742,0.0021742,0.0756124,1314,3.18428131026235,0.378385786922156,1,5,0
AB-IRRT* (full),一般,18,20261921,1,209.903450647231,0.0711195,0.0016403,0.0016403,0.0694792,1314,3.18428131026235,0.378385786922156,1,5,0
APF-only,一般,19,20261922,1,229.358752665851,0.0023058,0.0021729,0.0023058,0,NaN,16.5135672987644,0.40276509044968,1,5,0
Informed-RRT*,一般,19,20261922,1,209.633903355679,0.0981759,0.0091749,0,0.0981759,1291,1.92733737431904,0.67728198685322,1,5,0
w/o ellipse seeding,一般,19,20261922,1,209.135026820476,0.0937229,0.0050376,0.0015643,0.0921586,1305,1.85981897733775,0.0264150544241115,1,5,0
w/o path-bias sampling,一般,19,20261922,1,209.034130315829,0.0919718,0.001539,0.001539,0.0904328,1288,2.02941643083219,0.0939687169656214,1,5,0
w/o dynamic rewiring,一般,19,20261922,1,209.236766617459,0.0946489,0.0015303,0.0015303,0.0931186,1304,2.35221180979986,0.338378512465482,1,5,0
w/o seed shortcutting,一般,19,20261922,1,209.485722671609,0.0724745,0.0014775,0.0014775,0.070997,1306,2.10605709248183,0.461378794689114,1,5,0
AB-IRRT* (full),一般,19,20261922,1,209.485722671609,0.0762358,0.0016392,0.0016392,0.0745966,1306,2.10605709248183,0.461378794689114,1,5,0
APF-only,一般,20,20261923,1,229.358752665851,0.0012621,0.0011853,0.0012621,0,NaN,16.5135672987644,0.40276509044968,1,5,0
Informed-RRT*,一般,20,20261923,1,209.428182377652,0.0940737,0.0038417,0,0.0940737,1324,2.30883663822131,0.0336666004181989,1,5,0
w/o ellipse seeding,一般,20,20261923,1,209.782233549747,0.1000964,0.0042089,0.0014316,0.0986648,1358,2.34097978367296,0.477256019871506,1,5,0
w/o path-bias sampling,一般,20,20261923,1,209.731973211641,0.0925099,0.0012512,0.0012512,0.0912587,1327,3.0682128183896,0.195631478056086,1,5,0
w/o dynamic rewiring,一般,20,20261923,1,209.445558601234,0.1009066,0.0012346,0.0012346,0.099672,1356,1.63111193716082,0.0321556644496326,1,5,0
w/o seed shortcutting,一般,20,20261923,1,209.753140488874,0.0724263,0.0012367,0.0012367,0.0711896,1357,2.38751809855401,0.190915031021021,1,5,0
AB-IRRT* (full),一般,20,20261923,1,209.753140488874,0.0773988,0.001336,0.001336,0.0760628,1357,2.38751809855401,0.190915031021021,1,5,0
APF-only,一般,21,20261924,1,229.358752665851,0.0014372,0.0013635,0.0014372,0,NaN,16.5135672987644,0.40276509044968,1,5,0
Informed-RRT*,一般,21,20261924,1,209.404072761315,0.0866805,0.0065402,0,0.0866805,1345,1.94487933497398,0.107487708600345,1,5,0
w/o ellipse seeding,一般,21,20261924,1,209.308752201558,0.0972058,0.0049774,0.0012169,0.0959889,1357,1.66457053286279,0.463282954647579,1,5,0
w/o path-bias sampling,一般,21,20261924,1,209.512016770858,0.0884232,0.0013553,0.0013553,0.0870679,1314,1.6751167449277,0.910250552186951,1,5,0
w/o dynamic rewiring,一般,21,20261924,1,208.905592841106,0.0973075,0.0012482,0.0012482,0.0960593,1354,1.19007860436526,0.352186898554405,1,5,0
w/o seed shortcutting,一般,21,20261924,1,209.487080618473,0.0776317,0.0022606,0.0022606,0.0753711,1352,2.24405081414238,0.421764943557114,1,5,0
AB-IRRT* (full),一般,21,20261924,1,209.487080618473,0.0712035,0.001417,0.001417,0.0697865,1352,2.24405081414238,0.421764943557114,1,5,0
APF-only,一般,22,20261925,1,229.358752665851,0.0016339,0.0015606,0.0016339,0,NaN,16.5135672987644,0.40276509044968,1,5,0
Informed-RRT*,一般,22,20261925,1,210.450823660418,0.0897739,0.0051384,0,0.0897739,1346,3.11191555354915,0.302403483863632,1,5,0
w/o ellipse seeding,一般,22,20261925,1,209.364252583088,0.0968093,0.0049611,0.0015691,0.0952402,1381,2.5742628601728,0.0614596522181543,1,5,0
w/o path-bias sampling,一般,22,20261925,1,209.664713468363,0.1018574,0.0012493,0.0012493,0.1006081,1330,2.15605099441217,0.286463942745431,1,5,0
w/o dynamic rewiring,一般,22,20261925,1,209.188371298869,0.112588,0.0016114,0.0016114,0.1109766,1368,1.64657503346203,0.0647847979344149,1,5,0
w/o seed shortcutting,一般,22,20261925,1,209.332545260152,0.0813378,0.0014544,0.0014544,0.0798834,1372,3.36575093304921,0.0999177696926452,1,5,0
AB-IRRT* (full),一般,22,20261925,1,209.332545260152,0.0779904,0.0015753,0.0015753,0.0764151,1372,3.36575093304921,0.0999177696926452,1,5,0
APF-only,一般,23,20261926,1,229.358752665851,0.0014331,0.0013542,0.0014331,0,NaN,16.5135672987644,0.40276509044968,1,5,0
Informed-RRT*,一般,23,20261926,1,209.949053878422,0.0980763,0.0074708,0,0.0980763,1338,2.4094208066536,0.788096285542406,1,5,0
w/o ellipse seeding,一般,23,20261926,1,208.80893381423,0.0941083,0.0060016,0.0014006,0.0927077,1355,1.69757138257148,0.156934779313595,1,5,0
w/o path-bias sampling,一般,23,20261926,1,210.24100956033,0.0880471,0.0017465,0.0017465,0.0863006,1292,3.1971015579502,0.0951449150042301,1,5,0
w/o dynamic rewiring,一般,23,20261926,1,208.780892239511,0.108309,0.001273,0.001273,0.107036,1342,1.25525214058979,0.00892928934166726,1,5,0
w/o seed shortcutting,一般,23,20261926,1,209.377452836244,0.0897455,0.0016347,0.0016347,0.0881108,1343,2.90444083363546,0.112622108102972,1,5,0
AB-IRRT* (full),一般,23,20261926,1,209.377452836244,0.0824166,0.0018318,0.0018318,0.0805848,1343,2.90444083363546,0.112622108102972,1,5,0
APF-only,一般,24,20261927,1,229.358752665851,0.0016671,0.0015808,0.0016671,0,NaN,16.5135672987644,0.40276509044968,1,5,0
Informed-RRT*,一般,24,20261927,1,211.083681130728,0.0908992,0.0127859,0,0.0908992,1286,3.94924486552745,0.414282735699441,1,5,0
w/o ellipse seeding,一般,24,20261927,1,209.337221486261,0.1086639,0.0055541,0.0016264,0.1070375,1364,2.39808854331884,0.0706694799400402,1,5,0
w/o path-bias sampling,一般,24,20261927,1,209.310656155502,0.0988878,0.0016657,0.0016657,0.0972221,1327,2.33751905897111,0.191387790448753,1,5,0
w/o dynamic rewiring,一般,24,20261927,1,209.197595861469,0.1011516,0.0018283,0.0018283,0.0993233,1332,1.82254722042991,0.292423937232264,1,5,0
w/o seed shortcutting,一般,24,20261927,1,209.952248690677,0.0774142,0.001353,0.001353,0.0760612,1343,4.20306324299807,0.016208939921567,1,5,0
AB-IRRT* (full),一般,24,20261927,1,209.952248690677,0.0821377,0.0014482,0.0014482,0.0806895,1343,4.20306324299807,0.016208939921567,1,5,0
APF-only,一般,25,20261928,1,229.358752665851,0.0016322,0.0015495,0.0016322,0,NaN,16.5135672987644,0.40276509044968,1,5,0
Informed-RRT*,一般,25,20261928,1,209.319451932282,0.0926689,0.0052369,0,0.0926689,1346,2.00187660215712,0.238572922543014,1,5,0
w/o ellipse seeding,一般,25,20261928,1,209.031727409638,0.1041779,0.010044,0.0039609,0.100217,1340,1.28668487803504,0.382229920938786,1,5,0
w/o path-bias sampling,一般,25,20261928,1,209.600620356818,0.0854505,0.0016161,0.0016161,0.0838344,1328,2.26495729118158,0.715612415700187,1,5,0
w/o dynamic rewiring,一般,25,20261928,1,208.698108632356,0.0944167,0.0016494,0.0016494,0.0927673,1344,0.865091692557243,0.1729440432598,1,5,0
w/o seed shortcutting,一般,25,20261928,1,209.175767306666,0.0790887,0.0016377,0.0016377,0.077451,1349,2.97103763017769,0.270582613944722,1,5,0
AB-IRRT* (full),一般,25,20261928,1,209.175767306666,0.0787611,0.0023644,0.0023644,0.0763967,1349,2.97103763017769,0.270582613944722,1,5,0
APF-only,一般,26,20261929,1,229.358752665851,0.0011715,0.0010924,0.0011715,0,NaN,16.5135672987644,0.40276509044968,1,5,0
Informed-RRT*,一般,26,20261929,1,209.243460520732,0.0825978,0.0082159,0,0.0825978,1299,1.47919943978269,0.0128803611190733,1,5,0
w/o ellipse seeding,一般,26,20261929,1,208.994603872789,0.0859499,0.0073248,0.0011935,0.0847564,1316,1.71914462234865,0.192114146388583,1,5,0
w/o path-bias sampling,一般,26,20261929,1,209.090605296392,0.0915674,0.0013729,0.0013729,0.0901945,1293,1.52457451585643,0.131210329358717,1,5,0
w/o dynamic rewiring,一般,26,20261929,1,209.079031816981,0.1378264,0.0014221,0.0014221,0.1364043,1308,1.19145491534644,0.354847637653361,1,5,0
w/o seed shortcutting,一般,26,20261929,1,209.430024434947,0.0643013,0.0013736,0.0013736,0.0629277,1309,2.47792749331667,0.391619006322284,1,5,0
AB-IRRT* (full),一般,26,20261929,1,209.430024434947,0.0694834,0.001433,0.001433,0.0680504,1309,2.47792749331667,0.391619006322284,1,5,0
