scenario,algorithm,run,seed,success,length,time,firstSolutionTime,tPlanner,tShortcut,tPre,tOpt,nodes,iterations,turnSum,minClear,straightness,escapes,sideFlips,fallback
一般,RRT*,1,20261904,0,Inf,0.0466627,NaN,0.0411192,0,NaN,NaN,72,100,NaN,NaN,NaN,NaN,NaN,0
一般,Informed-RRT*,1,20261904,0,Inf,0.0323117,NaN,0.0225624,0,NaN,NaN,72,100,NaN,NaN,NaN,NaN,NaN,0
一般,PRM*,1,20261904,1,221.280237446037,0.0417856,0.0218205,0.0329257,0,NaN,NaN,102,100,2.87104053371502,0.0277728974137403,0.920311525928239,NaN,NaN,0
一般,FMT*,1,20261904,1,336.951080855475,0.0640463,0.0520557,0.0522252,0,NaN,NaN,102,100,6.96560270112603,0.502807822856502,0.604380767869013,NaN,NaN,0
一般,BIT*,1,20261904,1,213.442849279258,0.0602024,0.0513244,0.0518777,0,NaN,NaN,76,100,3.17821261126127,1,0.954104359407629,NaN,NaN,0
一般,RRT#,1,20261904,0,Inf,0.0184081,NaN,0.0146183,0,NaN,NaN,72,100,NaN,NaN,NaN,NaN,NaN,0
一般,APF-only,1,20261904,1,229.358752665851,0.0233895,0.0182273,0.0233895,NaN,NaN,NaN,NaN,52,16.5135672987644,0.40276509044968,0.887896147911194,1,5,0
一般,AB-IRRT*,1,20261904,1,229.358752665851,0.0500809,0.0099548,0.0188469,0,0.0099548,0.019615,85,100,16.5135672987644,0.40276509044968,0.887896147911194,1,5,0
一般,RRT*,2,20261905,0,Inf,0.0068253,NaN,0.0064725,0,NaN,NaN,70,100,NaN,NaN,NaN,NaN,NaN,0
一般,Informed-RRT*,2,20261905,0,Inf,0.0049509,NaN,0.0044078,0,NaN,NaN,70,100,NaN,NaN,NaN,NaN,NaN,0
一般,PRM*,2,20261905,1,227.412858650299,0.0114854,0.0026416,0.010648,0,NaN,NaN,102,100,1.5124996800473,1,0.895493571429402,NaN,NaN,0
一般,FMT*,2,20261905,1,266.059994246154,0.0149921,0.0124752,0.0133455,0,NaN,NaN,102,100,7.9723058054357,1,0.765416663105373,NaN,NaN,0
一般,BIT*,2,20261905,1,254.802939741275,0.0327018,0.0312526,0.0313823,0,NaN,NaN,81,100,6.22666576629676,1,0.799232352611422,NaN,NaN,0
一般,RRT#,2,20261905,0,Inf,0.0093069,NaN,0.0084945,0,NaN,NaN,70,100,NaN,NaN,NaN,NaN,NaN,0
一般,APF-only,2,20261905,1,229.358752665851,0.0024658,0.0019551,0.0024658,NaN,NaN,NaN,NaN,52,16.5135672987644,0.40276509044968,0.887896147911194,1,5,0
一般,AB-IRRT*,2,20261905,1,229.358752665851,0.0103952,0.0024857,0.0067022,0,0.0024857,0.0070709,88,100,16.5135672987644,0.40276509044968,0.887896147911194,1,5,0
一般,RRT*,3,20261906,0,Inf,0.0035906,NaN,0.003227,0,NaN,NaN,71,100,NaN,NaN,NaN,NaN,NaN,0
一般,Informed-RRT*,3,20261906,0,Inf,0.0079611,NaN,0.0033999,0,NaN,NaN,71,100,NaN,NaN,NaN,NaN,NaN,0
一般,PRM*,3,20261906,1,217.125171473939,0.0129234,0.0036509,0.0123764,0,NaN,NaN,102,100,2.44118602101985,1,0.937923279918603,NaN,NaN,0
一般,FMT*,3,20261906,1,237.1499841451,0.0064982,0.0051296,0.0054556,0,NaN,NaN,102,100,5.68875491969471,0.107178771554398,0.858725560180197,NaN,NaN,0
一般,BIT*,3,20261906,1,236.662198763585,0.0264903,0.0251099,0.0252373,0,NaN,NaN,82,100,6.49911637952286,0.10716178126105,0.860495482783711,NaN,NaN,0
一般,RRT#,3,20261906,0,Inf,0.0072381,NaN,0.0067871,0,NaN,NaN,71,100,NaN,NaN,NaN,NaN,NaN,0
一般,APF-only,3,20261906,1,229.358752665851,0.0066639,0.00446,0.0066639,NaN,NaN,NaN,NaN,52,16.5135672987644,0.40276509044968,0.887896147911194,1,5,0
