dim,scenario,algorithm,run,firstLen
2d,狭窄,PRM*,44,246.286002607316
2d,狭窄,FMT*,44,253.538524049621
2d,狭窄,BIT*,44,244.354528333255
2d,狭窄,RRT#,44,221.591044479491
2d,狭窄,AB-IRRT*,44,212.885243942151
2d,狭窄,RRT*,45,223.060187061684
2d,狭窄,Informed-RRT*,45,223.060187061684
2d,狭窄,PRM*,45,258.293012269784
2d,狭窄,FMT*,45,244.133520672665
2d,狭窄,RRT#,45,222.154082096515
2d,狭窄,AB-IRRT*,45,212.885243942151
2d,狭窄,RRT*,46,225.686738254068
2d,狭窄,Informed-RRT*,46,225.686738254068
2d,狭窄,PRM*,46,268.622447321888
2d,狭窄,FMT*,46,262.110017856
2d,狭窄,BIT*,46,250.492177967637
2d,狭窄,RRT#,46,224.552443985101
2d,狭窄,AB-IRRT*,46,212.885243942151
2d,狭窄,RRT*,47,224.004837613544
2d,狭窄,Informed-RRT*,47,224.004837613544
2d,狭窄,PRM*,47,241.317704151469
2d,狭窄,FMT*,47,254.193826746383
2d,狭窄,BIT*,47,243.461113857049
2d,狭窄,RRT#,47,220.132441758641
2d,狭窄,AB-IRRT*,47,212.885243942151
2d,狭窄,RRT*,48,229.124696492458
2d,狭窄,Informed-RRT*,48,229.124696492458
2d,狭窄,PRM*,48,255.873537683167
2d,狭窄,FMT*,48,251.454586918275
2d,狭窄,RRT#,48,226.693900825664
2d,狭窄,AB-IRRT*,48,212.885243942151
2d,狭窄,RRT*,49,270.266858649622
2d,狭窄,Informed-RRT*,49,270.266858649622
2d,狭窄,PRM*,49,235.25406129773
2d,狭窄,FMT*,49,280.743581149896
2d,狭窄,BIT*,49,251.538870739584
2d,狭窄,RRT#,49,265.657397182957
2d,狭窄,AB-IRRT*,49,212.885243942151
2d,狭窄,RRT*,50,257.28100988928
2d,狭窄,Informed-RRT*,50,257.28100988928
2d,狭窄,PRM*,50,237.415286749017
2d,狭窄,FMT*,50,254.723022050567
2d,狭窄,RRT#,50,241.689151477005
2d,狭窄,AB-IRRT*,50,212.885243942151
2d,广阔,RRT*,1,216.013099235166
2d,广阔,Informed-RRT*,1,216.013099235166
2d,广阔,PRM*,1,445.691198848219
2d,广阔,FMT*,1,264.712357230009
2d,广阔,BIT*,1,238.920686077489
2d,广阔,RRT#,1,216.013099235166
2d,广阔,AB-IRRT*,1,221.226373504114
2d,广阔,RRT*,2,264.096195465823
2d,广阔,Informed-RRT*,2,264.096195465823
2d,广阔,PRM*,2,353.202779033728
2d,广阔,FMT*,2,242.811640220913
2d,广阔,BIT*,2,231.730161969243
2d,广阔,RRT#,2,263.265484079478
2d,广阔,AB-IRRT*,2,221.226373504114
2d,广阔,RRT*,3,235.734791949438
2d,广阔,Informed-RRT*,3,235.734791949438
2d,广阔,PRM*,3,233.289461297167
2d,广阔,FMT*,3,253.055875639313
2d,广阔,BIT*,3,251.181016473482
2d,广阔,RRT#,3,234.547182012655
2d,广阔,AB-IRRT*,3,221.226373504114
2d,广阔,RRT*,4,217.26288076362
2d,广阔,Informed-RRT*,4,217.26288076362
2d,广阔,PRM*,4,372.816629504844
2d,广阔,FMT*,4,235.999535020984
2d,广阔,BIT*,4,225.259416069907
2d,广阔,RRT#,4,217.26288076362
2d,广阔,AB-IRRT*,4,221.226373504114
2d,广阔,RRT*,5,225.195110130577
2d,广阔,Informed-RRT*,5,225.195110130577
2d,广阔,PRM*,5,399.831058576721
2d,广阔,FMT*,5,291.72594637601
2d,广阔,BIT*,5,216.755112516557
2d,广阔,RRT#,5,225.195110130577
2d,广阔,AB-IRRT*,5,221.226373504114
2d,广阔,RRT*,6,218.943145377727
2d,广阔,Informed-RRT*,6,218.943145377727
2d,广阔,PRM*,6,340.104188544687
2d,广阔,FMT*,6,254.841148105494
2d,广阔,BIT*,6,252.347953098423
2d,广阔,RRT#,6,218.542292790235
2d,广阔,AB-IRRT*,6,221.226373504114
2d,广阔,RRT*,7,235.548910586696
2d,广阔,Informed-RRT*,7,235.548910586696
2d,广阔,PRM*,7,311.649002939501
2d,广阔,FMT*,7,299.363199251757
2d,广阔,BIT*,7,249.938464219348
2d,广阔,RRT#,7,235.455807072326
2d,广阔,AB-IRRT*,7,221.226373504114
2d,广阔,RRT*,8,214.629877197716
2d,广阔,Informed-RRT*,8,214.629877197716
2d,广阔,PRM*,8,304.141782578116
2d,广阔,FMT*,8,250.216004780298
2d,广阔,BIT*,8,244.499362335606
2d,广阔,RRT#,8,214.629877197716
2d,广阔,AB-IRRT*,8,221.226373504114
2d,广阔,RRT*,9,276.67404305976
2d,广阔,Informed-RRT*,9,276.67404305976
2d,广阔,PRM*,9,442.25753584937
2d,广阔,FMT*,9,267.257399929226
2d,广阔,BIT*,9,241.779594485082
2d,广阔,RRT#,9,274.669670969035
2d,广阔,AB-IRRT*,9,221.226373504114
2d,广阔,RRT*,10,243.733676735251
2d,广阔,Informed-RRT*,10,243.733676735251
2d,广阔,PRM*,10,273.54648561808
2d,广阔,FMT*,10,336.201158248151
2d,广阔,BIT*,10,259.13914050498
2d,广阔,RRT#,10,236.195659551985
2d,广阔,AB-IRRT*,10,221.226373504114
2d,广阔,RRT*,11,253.537910522799
2d,广阔,Informed-RRT*,11,253.537910522799
2d,广阔,PRM*,11,372.164231335168
2d,广阔,FMT*,11,246.912738422547
2d,广阔,BIT*,11,228.229807635013
2d,广阔,RRT#,11,253.537910522799
2d,广阔,AB-IRRT*,11,221.226373504114
2d,广阔,RRT*,12,265.579418206508
2d,广阔,Informed-RRT*,12,265.579418206508
2d,广阔,PRM*,12,431.857708124567
2d,广阔,FMT*,12,228.638727025719
2d,广阔,BIT*,12,226.157872402918
2d,广阔,RRT#,12,263.928056974135
2d,广阔,AB-IRRT*,12,221.226373504114
2d,广阔,RRT*,13,221.854293243574
2d,广阔,Informed-RRT*,13,221.854293243574
2d,广阔,PRM*,13,409.879503231468
2d,广阔,FMT*,13,273.417813644093
2d,广阔,BIT*,13,236.522789342575
2d,广阔,RRT#,13,221.791923436378
2d,广阔,AB-IRRT*,13,221.226373504114
2d,广阔,RRT*,14,270.795157424087
2d,广阔,Informed-RRT*,14,270.795157424087
2d,广阔,PRM*,14,295.292203639233
2d,广阔,FMT*,14,251.173464760524
2d,广阔,BIT*,14,249.422176127131
2d,广阔,RRT#,14,268.525196562875
2d,广阔,AB-IRRT*,14,221.226373504114
2d,广阔,RRT*,15,259.950529200986
2d,广阔,Informed-RRT*,15,259.950529200986
2d,广阔,PRM*,15,323.700922451565
2d,广阔,FMT*,15,269.696450738911
2d,广阔,BIT*,15,213.95219429362
2d,广阔,RRT#,15,259.950529200986
2d,广阔,AB-IRRT*,15,221.226373504114
2d,广阔,RRT*,16,252.336280208291
2d,广阔,Informed-RRT*,16,252.336280208291
2d,广阔,PRM*,16,358.987625790806
2d,广阔,FMT*,16,249.2478460037
2d,广阔,BIT*,16,215.555850291579
2d,广阔,RRT#,16,251.554814321018
2d,广阔,AB-IRRT*,16,221.226373504114
2d,广阔,RRT*,17,222.943559274442
2d,广阔,Informed-RRT*,17,222.943559274442
2d,广阔,PRM*,17,386.229135808394
2d,广阔,FMT*,17,268.384096415808
2d,广阔,BIT*,17,214.39942358842
2d,广阔,RRT#,17,222.895284076576
2d,广阔,AB-IRRT*,17,221.226373504114
2d,广阔,RRT*,18,243.806028183245
2d,广阔,Informed-RRT*,18,243.806028183245
2d,广阔,PRM*,18,272.508984038302
2d,广阔,FMT*,18,269.523341052878
2d,广阔,BIT*,18,245.43598381956
2d,广阔,RRT#,18,243.741603554431
2d,广阔,AB-IRRT*,18,221.226373504114
2d,广阔,RRT*,19,220.24644969523
2d,广阔,Informed-RRT*,19,220.24644969523
2d,广阔,PRM*,19,452.609199666515
2d,广阔,FMT*,19,257.404723473209
2d,广阔,BIT*,19,253.497400327225
2d,广阔,RRT#,19,220.24644969523
2d,广阔,AB-IRRT*,19,221.226373504114
2d,广阔,RRT*,20,219.135710398896
2d,广阔,Informed-RRT*,20,219.135710398896
2d,广阔,PRM*,20,303.703801073131
2d,广阔,FMT*,20,246.03161723975
2d,广阔,BIT*,20,230.350341212115
2d,广阔,RRT#,20,219.135710398896
2d,广阔,AB-IRRT*,20,221.226373504114
2d,广阔,RRT*,21,239.828253802822
2d,广阔,Informed-RRT*,21,239.828253802822
2d,广阔,PRM*,21,342.967414427892
2d,广阔,FMT*,21,256.497083704289
2d,广阔,BIT*,21,244.448848210662
2d,广阔,RRT#,21,235.326147774234
2d,广阔,AB-IRRT*,21,221.226373504114
2d,广阔,RRT*,22,216.405697440382
2d,广阔,Informed-RRT*,22,216.405697440382
2d,广阔,PRM*,22,312.845245862416
2d,广阔,FMT*,22,256.494805395391
2d,广阔,BIT*,22,209.551108940219
2d,广阔,RRT#,22,216.405697440382
2d,广阔,AB-IRRT*,22,221.226373504114
2d,广阔,RRT*,23,226.314706029914
2d,广阔,Informed-RRT*,23,226.314706029914
2d,广阔,PRM*,23,306.420548400198
2d,广阔,FMT*,23,293.787443407267
2d,广阔,BIT*,23,280.687945181657
2d,广阔,RRT#,23,225.026238184264
2d,广阔,AB-IRRT*,23,221.226373504114
2d,广阔,RRT*,24,221.601236120879
2d,广阔,Informed-RRT*,24,221.601236120879
2d,广阔,PRM*,24,272.327395418289
2d,广阔,FMT*,24,289.950954749966
2d,广阔,BIT*,24,242.654181663892
2d,广阔,RRT#,24,221.601236120879
2d,广阔,AB-IRRT*,24,221.226373504114
2d,广阔,RRT*,25,235.589697526094
2d,广阔,Informed-RRT*,25,235.589697526094
2d,广阔,PRM*,25,292.488208263624
2d,广阔,FMT*,25,262.584222320718
2d,广阔,BIT*,25,240.429358919203
2d,广阔,RRT#,25,235.368139626952
2d,广阔,AB-IRRT*,25,221.226373504114
2d,广阔,RRT*,26,251.916704686361
2d,广阔,Informed-RRT*,26,251.916704686361
2d,广阔,PRM*,26,260.605056576547
2d,广阔,FMT*,26,232.867804193483
2d,广阔,BIT*,26,224.718089699848
2d,广阔,RRT#,26,251.916704686361
2d,广阔,AB-IRRT*,26,221.226373504114
2d,广阔,RRT*,27,216.677264318093
2d,广阔,Informed-RRT*,27,216.677264318093
2d,广阔,PRM*,27,387.32224335993
2d,广阔,FMT*,27,264.741370137921
2d,广阔,BIT*,27,253.259891198339
2d,广阔,RRT#,27,216.180980457885
2d,广阔,AB-IRRT*,27,221.226373504114
2d,广阔,RRT*,28,245.516794988474
2d,广阔,Informed-RRT*,28,245.516794988474
2d,广阔,PRM*,28,418.945290900042
2d,广阔,FMT*,28,241.427961718545
2d,广阔,BIT*,28,241.427342476036
2d,广阔,RRT#,28,244.980882621751
2d,广阔,AB-IRRT*,28,221.226373504114
2d,广阔,RRT*,29,234.425297333053
2d,广阔,Informed-RRT*,29,234.425297333053
2d,广阔,PRM*,29,418.453408938823
2d,广阔,FMT*,29,282.941640628667
2d,广阔,BIT*,29,273.151558413248
2d,广阔,RRT#,29,234.425297333053
2d,广阔,AB-IRRT*,29,221.226373504114
2d,广阔,RRT*,30,239.019546004261
2d,广阔,Informed-RRT*,30,239.019546004261
2d,广阔,PRM*,30,305.49625049986
2d,广阔,FMT*,30,311.593930512231
2d,广阔,BIT*,30,242.949584201185
2d,广阔,RRT#,30,239.019546004261
2d,广阔,AB-IRRT*,30,221.226373504114
2d,广阔,RRT*,31,266.528738761282
2d,广阔,Informed-RRT*,31,266.528738761282
2d,广阔,PRM*,31,339.913545454784
2d,广阔,FMT*,31,290.632954503072
2d,广阔,BIT*,31,220.5614890654
2d,广阔,RRT#,31,266.528738761282
2d,广阔,AB-IRRT*,31,221.226373504114
2d,广阔,RRT*,32,217.774225543898
2d,广阔,Informed-RRT*,32,217.774225543898
2d,广阔,PRM*,32,310.681818028112
2d,广阔,FMT*,32,293.715561113604
2d,广阔,BIT*,32,218.700864808318
2d,广阔,RRT#,32,217.774225543898
2d,广阔,AB-IRRT*,32,221.226373504114
2d,广阔,RRT*,33,227.82659098461
2d,广阔,Informed-RRT*,33,227.82659098461
2d,广阔,PRM*,33,282.695791779586
2d,广阔,FMT*,33,241.324488875485
2d,广阔,BIT*,33,233.699154371825
2d,广阔,RRT#,33,227.82659098461
2d,广阔,AB-IRRT*,33,221.226373504114
2d,广阔,RRT*,34,231.943834862954
2d,广阔,Informed-RRT*,34,231.943834862954
2d,广阔,PRM*,34,342.697126580945
2d,广阔,FMT*,34,299.051343706339
2d,广阔,BIT*,34,228.683102502712
2d,广阔,RRT#,34,231.943834862954
2d,广阔,AB-IRRT*,34,221.226373504114
2d,广阔,RRT*,35,256.802594780921
2d,广阔,Informed-RRT*,35,256.802594780921
2d,广阔,PRM*,35,279.1747048048
2d,广阔,FMT*,35,291.121530432298
2d,广阔,BIT*,35,248.921915200826
2d,广阔,RRT#,35,254.928792370593
2d,广阔,AB-IRRT*,35,221.226373504114
2d,广阔,RRT*,36,227.196803099869
2d,广阔,Informed-RRT*,36,227.196803099869
2d,广阔,PRM*,36,260.073845752236
2d,广阔,FMT*,36,253.822000409594
2d,广阔,BIT*,36,233.234629596771
2d,广阔,RRT#,36,227.196803099869
2d,广阔,AB-IRRT*,36,221.226373504114
2d,广阔,RRT*,37,231.211136315465
2d,广阔,Informed-RRT*,37,231.211136315465
2d,广阔,PRM*,37,267.379656359871
2d,广阔,FMT*,37,259.994786615491
2d,广阔,BIT*,37,211.666220455985
2d,广阔,RRT#,37,230.197687245156
2d,广阔,AB-IRRT*,37,221.226373504114
2d,广阔,RRT*,38,219.124471805344
2d,广阔,Informed-RRT*,38,219.124471805344
2d,广阔,PRM*,38,268.861840980742
2d,广阔,FMT*,38,277.576467995015
2d,广阔,BIT*,38,248.976339332349
2d,广阔,RRT#,38,217.377410370434
2d,广阔,AB-IRRT*,38,221.226373504114
2d,广阔,RRT*,39,247.026946681932
2d,广阔,Informed-RRT*,39,247.026946681932
2d,广阔,PRM*,39,310.002412359321
2d,广阔,FMT*,39,227.792672679139
2d,广阔,BIT*,39,212.199806680153
2d,广阔,RRT#,39,246.49916353559
2d,广阔,AB-IRRT*,39,221.226373504114
2d,广阔,RRT*,40,225.423798209945
2d,广阔,Informed-RRT*,40,225.423798209945
2d,广阔,PRM*,40,280.532859840155
2d,广阔,FMT*,40,239.888430472649
2d,广阔,BIT*,40,231.547405161585
2d,广阔,RRT#,40,224.137808346983
2d,广阔,AB-IRRT*,40,221.226373504114
2d,广阔,RRT*,41,288.598491541803
2d,广阔,Informed-RRT*,41,288.598491541803
2d,广阔,PRM*,41,246.467711329756
2d,广阔,FMT*,41,284.716765106597
2d,广阔,BIT*,41,255.851203631652
2d,广阔,RRT#,41,284.223570711446
2d,广阔,AB-IRRT*,41,221.226373504114
2d,广阔,RRT*,42,242.627156157198
2d,广阔,Informed-RRT*,42,242.627156157198
2d,广阔,PRM*,42,316.940719462085
2d,广阔,FMT*,42,232.368966822254
2d,广阔,BIT*,42,218.032526449886
2d,广阔,RRT#,42,242.623904939474
2d,广阔,AB-IRRT*,42,221.226373504114
2d,广阔,RRT*,43,217.806092977709
2d,广阔,Informed-RRT*,43,217.806092977709
2d,广阔,PRM*,43,283.3925522735
2d,广阔,FMT*,43,273.31778746333
2d,广阔,BIT*,43,265.25298830797
2d,广阔,RRT#,43,217.76683903406
2d,广阔,AB-IRRT*,43,221.226373504114
2d,广阔,RRT*,44,223.190950251435
2d,广阔,Informed-RRT*,44,223.190950251435
2d,广阔,PRM*,44,435.849534571462
2d,广阔,FMT*,44,246.060532023665
2d,广阔,BIT*,44,241.643474196494
2d,广阔,RRT#,44,223.190950251435
2d,广阔,AB-IRRT*,44,221.226373504114
2d,广阔,RRT*,45,220.130019986585
2d,广阔,Informed-RRT*,45,220.130019986585
2d,广阔,PRM*,45,398.731300860441
2d,广阔,FMT*,45,277.043613770654
2d,广阔,BIT*,45,235.604441150471
2d,广阔,RRT#,45,220.130019986585
2d,广阔,AB-IRRT*,45,221.226373504114
2d,广阔,RRT*,46,230.551404848019
2d,广阔,Informed-RRT*,46,230.551404848019
2d,广阔,PRM*,46,381.113378839042
2d,广阔,FMT*,46,283.597615899817
2d,广阔,BIT*,46,237.952746686306
2d,广阔,RRT#,46,230.551404848019
2d,广阔,AB-IRRT*,46,221.226373504114
2d,广阔,RRT*,47,214.999668988986
2d,广阔,Informed-RRT*,47,214.999668988986
2d,广阔,PRM*,47,356.164420002444
2d,广阔,FMT*,47,271.689442386916
2d,广阔,BIT*,47,211.187566749443
2d,广阔,RRT#,47,214.782856966166
2d,广阔,AB-IRRT*,47,221.226373504114
2d,广阔,RRT*,48,236.171996856726
2d,广阔,Informed-RRT*,48,236.171996856726
2d,广阔,PRM*,48,320.836847005748
2d,广阔,FMT*,48,242.773556651196
2d,广阔,BIT*,48,241.973328002421
2d,广阔,RRT#,48,236.171996856726
2d,广阔,AB-IRRT*,48,221.226373504114
2d,广阔,RRT*,49,225.23281599329
2d,广阔,Informed-RRT*,49,225.23281599329
2d,广阔,PRM*,49,307.981535112543
2d,广阔,FMT*,49,265.231356697856
2d,广阔,BIT*,49,247.640872611045
2d,广阔,RRT#,49,225.227952801376
2d,广阔,AB-IRRT*,49,221.226373504114
2d,广阔,RRT*,50,222.488452837232
2d,广阔,Informed-RRT*,50,222.488452837232
2d,广阔,PRM*,50,339.595029416078
2d,广阔,FMT*,50,264.723714315774
2d,广阔,BIT*,50,255.869003304199
2d,广阔,RRT#,50,222.488452837232
2d,广阔,AB-IRRT*,50,221.226373504114
3d,一般,RRT*,1,286.21665910751
3d,一般,Informed-RRT*,1,286.21665910751
3d,一般,PRM*,1,369.005093777638
3d,一般,FMT*,1,388.562463617608
3d,一般,BIT*,1,305.092786276563
3d,一般,RRT#,1,286.21665910751
3d,一般,AB-IRRT*,1,276.853248435528
3d,一般,RRT*,2,283.130106590932
3d,一般,Informed-RRT*,2,283.130106590932
3d,一般,PRM*,2,456.614037783561
3d,一般,FMT*,2,384.519454195151
3d,一般,BIT*,2,295.874006549278
3d,一般,RRT#,2,283.130106590932
3d,一般,AB-IRRT*,2,276.853248435528
3d,一般,RRT*,3,298.363420742098
3d,一般,Informed-RRT*,3,298.363420742098
3d,一般,PRM*,3,396.247111619131
3d,一般,FMT*,3,408.555975605484
3d,一般,BIT*,3,311.950829560495
3d,一般,RRT#,3,296.863322924082
3d,一般,AB-IRRT*,3,276.853248435528
3d,一般,RRT*,4,304.69176507634
3d,一般,Informed-RRT*,4,304.69176507634
3d,一般,PRM*,4,322.105453289245
3d,一般,FMT*,4,416.234137073685
3d,一般,BIT*,4,306.206922039967
3d,一般,RRT#,4,303.592206291533
3d,一般,AB-IRRT*,4,276.853248435528
3d,一般,RRT*,5,286.501823536638
3d,一般,Informed-RRT*,5,286.501823536638
3d,一般,PRM*,5,475.513454011492
3d,一般,FMT*,5,447.338355973497
3d,一般,BIT*,5,338.520112379641
3d,一般,RRT#,5,286.501823536638
3d,一般,AB-IRRT*,5,276.853248435528
3d,一般,RRT*,6,280.54228735255
3d,一般,Informed-RRT*,6,280.54228735255
3d,一般,PRM*,6,302.319343532688
3d,一般,FMT*,6,316.937847772534
3d,一般,BIT*,6,282.740970779134
3d,一般,RRT#,6,280.54228735255
3d,一般,AB-IRRT*,6,276.853248435528
3d,一般,RRT*,7,294.32868255273
3d,一般,Informed-RRT*,7,294.32868255273
3d,一般,PRM*,7,327.624823567108
3d,一般,FMT*,7,459.358478025317
3d,一般,BIT*,7,338.399657425184
3d,一般,RRT#,7,294.32868255273
3d,一般,AB-IRRT*,7,276.853248435528
3d,一般,RRT*,8,306.956166115971
3d,一般,Informed-RRT*,8,306.956166115971
3d,一般,PRM*,8,460.809828598398
3d,一般,FMT*,8,323.380208352626
3d,一般,BIT*,8,367.954338961049
3d,一般,RRT#,8,306.956166115971
3d,一般,AB-IRRT*,8,276.853248435528
3d,一般,RRT*,9,275.729975348665
3d,一般,Informed-RRT*,9,275.729975348665
3d,一般,PRM*,9,331.445079309094
3d,一般,FMT*,9,281.231780876707
3d,一般,BIT*,9,281.231780876707
3d,一般,RRT#,9,275.729975348665
3d,一般,AB-IRRT*,9,276.853248435528
3d,一般,RRT*,10,287.705223189695
3d,一般,Informed-RRT*,10,287.705223189695
3d,一般,PRM*,10,490.48376892016
3d,一般,FMT*,10,328.978644213663
3d,一般,BIT*,10,369.6588713189
3d,一般,RRT#,10,287.705223189695
3d,一般,AB-IRRT*,10,276.853248435528
3d,一般,RRT*,11,290.311387637792
3d,一般,Informed-RRT*,11,290.311387637792
3d,一般,PRM*,11,349.498207997526
3d,一般,FMT*,11,447.835550246804
3d,一般,BIT*,11,295.468894820648
3d,一般,RRT#,11,290.311387637792
3d,一般,AB-IRRT*,11,276.853248435528
3d,一般,RRT*,12,274.977435944308
3d,一般,Informed-RRT*,12,274.977435944308
3d,一般,PRM*,12,376.399854203275
3d,一般,FMT*,12,330.922280387266
3d,一般,BIT*,12,346.275845632938
3d,一般,RRT#,12,274.977435944308
3d,一般,AB-IRRT*,12,276.853248435528
3d,一般,RRT*,13,289.036663225871
3d,一般,Informed-RRT*,13,289.036663225871
3d,一般,PRM*,13,331.915705898374
3d,一般,FMT*,13,423.927927244804
3d,一般,BIT*,13,329.553910981431
3d,一般,RRT#,13,289.036663225871
3d,一般,AB-IRRT*,13,276.853248435528
3d,一般,RRT*,14,315.27488727749
3d,一般,Informed-RRT*,14,315.27488727749
3d,一般,PRM*,14,348.515294798843
3d,一般,FMT*,14,425.740923117331
3d,一般,BIT*,14,374.302578595767
3d,一般,RRT#,14,315.27488727749
3d,一般,AB-IRRT*,14,276.853248435528
3d,一般,RRT*,15,292.107615990957
3d,一般,Informed-RRT*,15,292.107615990957
3d,一般,PRM*,15,339.01372611724
3d,一般,FMT*,15,425.69549755929
3d,一般,BIT*,15,331.929730652212
3d,一般,RRT#,15,291.019197852506
3d,一般,AB-IRRT*,15,276.853248435528
3d,一般,RRT*,16,286.460090871929
3d,一般,Informed-RRT*,16,286.460090871929
3d,一般,PRM*,16,667.924715478655
3d,一般,FMT*,16,456.784205338678
3d,一般,BIT*,16,336.64103019593
3d,一般,RRT#,16,286.460090871929
3d,一般,AB-IRRT*,16,276.853248435528
3d,一般,RRT*,17,287.252332620301
3d,一般,Informed-RRT*,17,287.252332620301
3d,一般,PRM*,17,370.47696716118
3d,一般,FMT*,17,426.453811805996
3d,一般,BIT*,17,399.087670378565
3d,一般,RRT#,17,287.058372548175
3d,一般,AB-IRRT*,17,276.853248435528
3d,一般,RRT*,18,281.444602878964
3d,一般,Informed-RRT*,18,281.444602878964
3d,一般,PRM*,18,296.019787738917
3d,一般,FMT*,18,360.175756279433
3d,一般,BIT*,18,393.637768548656
3d,一般,RRT#,18,281.444602878964
3d,一般,AB-IRRT*,18,276.853248435528
3d,一般,RRT*,19,294.454811972016
3d,一般,Informed-RRT*,19,294.454811972016
3d,一般,PRM*,19,331.230269849483
3d,一般,FMT*,19,391.499142007491
3d,一般,BIT*,19,302.802007727611
3d,一般,RRT#,19,294.454811972016
3d,一般,AB-IRRT*,19,276.853248435528
3d,一般,RRT*,20,286.451466272434
3d,一般,Informed-RRT*,20,286.451466272434
3d,一般,PRM*,20,377.219410308963
3d,一般,FMT*,20,324.662226605818
3d,一般,BIT*,20,331.768231927915
3d,一般,RRT#,20,286.451466272434
3d,一般,AB-IRRT*,20,276.853248435528
3d,一般,RRT*,21,293.245499263812
3d,一般,Informed-RRT*,21,293.245499263812
3d,一般,PRM*,21,391.081981023852
3d,一般,FMT*,21,369.685712200969
3d,一般,BIT*,21,341.487945323087
3d,一般,RRT#,21,293.245499263812
3d,一般,AB-IRRT*,21,276.853248435528
3d,一般,RRT*,22,309.262899097565
3d,一般,Informed-RRT*,22,309.262899097565
3d,一般,PRM*,22,381.864997626425
3d,一般,FMT*,22,353.341284993944
3d,一般,BIT*,22,348.668527533076
3d,一般,RRT#,22,309.242587982507
3d,一般,AB-IRRT*,22,276.853248435528
3d,一般,RRT*,23,288.624333059763
3d,一般,Informed-RRT*,23,288.624333059763
3d,一般,PRM*,23,353.754125409983
3d,一般,FMT*,23,397.705398821669
3d,一般,BIT*,23,322.202793244511
3d,一般,RRT#,23,288.624333059763
3d,一般,AB-IRRT*,23,276.853248435528
3d,一般,RRT*,24,330.236568412766
3d,一般,Informed-RRT*,24,330.236568412766
3d,一般,PRM*,24,362.215756268515
3d,一般,FMT*,24,278.760337679215
3d,一般,BIT*,24,299.484900205659
3d,一般,RRT#,24,328.580504345959
3d,一般,AB-IRRT*,24,276.853248435528
3d,一般,RRT*,25,300.050617545762
3d,一般,Informed-RRT*,25,300.050617545762
3d,一般,PRM*,25,402.920963285723
3d,一般,FMT*,25,373.135965350017
3d,一般,BIT*,25,323.931050603122
3d,一般,RRT#,25,300.050617545762
3d,一般,AB-IRRT*,25,276.853248435528
3d,一般,RRT*,26,290.000783097889
3d,一般,Informed-RRT*,26,290.000783097889
3d,一般,PRM*,26,446.33480273306
3d,一般,FMT*,26,347.712497400807
3d,一般,BIT*,26,311.543990063185
3d,一般,RRT#,26,290.000783097889
3d,一般,AB-IRRT*,26,276.853248435528
3d,一般,RRT*,27,280.333183952739
3d,一般,Informed-RRT*,27,280.333183952739
3d,一般,PRM*,27,444.720426203761
3d,一般,FMT*,27,392.395186933717
3d,一般,BIT*,27,323.166532184277
3d,一般,RRT#,27,280.333183952739
3d,一般,AB-IRRT*,27,276.853248435528
3d,一般,RRT*,28,301.46364099367
3d,一般,Informed-RRT*,28,301.46364099367
3d,一般,PRM*,28,400.841745804891
3d,一般,FMT*,28,372.128283106244
3d,一般,BIT*,28,343.755791669019
3d,一般,RRT#,28,301.46364099367
3d,一般,AB-IRRT*,28,276.853248435528
3d,一般,RRT*,29,315.303094328424
3d,一般,Informed-RRT*,29,315.303094328424
3d,一般,PRM*,29,344.176473980355
3d,一般,FMT*,29,278.973384013896
3d,一般,BIT*,29,287.204756747633
3d,一般,RRT#,29,315.296362528614
3d,一般,AB-IRRT*,29,276.853248435528
3d,一般,RRT*,30,294.916788178371
3d,一般,Informed-RRT*,30,294.916788178371
3d,一般,PRM*,30,361.241618324963
3d,一般,FMT*,30,358.014434454197
3d,一般,BIT*,30,339.131937299038
3d,一般,RRT#,30,294.71401553572
3d,一般,AB-IRRT*,30,276.853248435528
3d,一般,RRT*,31,286.631346658181
3d,一般,Informed-RRT*,31,286.631346658181
3d,一般,PRM*,31,351.051489813572
3d,一般,FMT*,31,353.084064163676
3d,一般,BIT*,31,299.437657502568
3d,一般,RRT#,31,286.295715872917
3d,一般,AB-IRRT*,31,276.853248435528
3d,一般,RRT*,32,314.29363378229
3d,一般,Informed-RRT*,32,314.29363378229
3d,一般,PRM*,32,336.204762249639
3d,一般,FMT*,32,348.737247452898
3d,一般,BIT*,32,358.029163711081
3d,一般,RRT#,32,314.29363378229
3d,一般,AB-IRRT*,32,276.853248435528
3d,一般,RRT*,33,349.423160262817
3d,一般,Informed-RRT*,33,349.423160262817
3d,一般,PRM*,33,365.135390003851
3d,一般,FMT*,33,317.47121522431
3d,一般,BIT*,33,334.97576294992
3d,一般,RRT#,33,349.423160262817
3d,一般,AB-IRRT*,33,276.853248435528
3d,一般,RRT*,34,291.583726253713
3d,一般,Informed-RRT*,34,291.583726253713
3d,一般,PRM*,34,394.988614532074
3d,一般,FMT*,34,442.079846044128
3d,一般,BIT*,34,296.359328990828
3d,一般,RRT#,34,291.583726253713
3d,一般,AB-IRRT*,34,276.853248435528
3d,一般,RRT*,35,301.420585904597
3d,一般,Informed-RRT*,35,301.420585904597
3d,一般,PRM*,35,349.848795022977
3d,一般,FMT*,35,333.754780518701
3d,一般,BIT*,35,346.539460860211
3d,一般,RRT#,35,301.420585904597
3d,一般,AB-IRRT*,35,276.853248435528
3d,一般,RRT*,36,281.407364504488
