dim,scenario,algorithm,run,firstLen
3d,一般,Informed-RRT*,36,281.407364504488
3d,一般,PRM*,36,574.663907515395
3d,一般,FMT*,36,368.919959099642
3d,一般,BIT*,36,369.56860699512
3d,一般,RRT#,36,281.407364504488
3d,一般,AB-IRRT*,36,276.853248435528
3d,一般,RRT*,37,282.749916572618
3d,一般,Informed-RRT*,37,282.749916572618
3d,一般,PRM*,37,312.901503385065
3d,一般,FMT*,37,338.442808466518
3d,一般,BIT*,37,362.331361206868
3d,一般,RRT#,37,282.19488737255
3d,一般,AB-IRRT*,37,276.853248435528
3d,一般,RRT*,38,308.120461792022
3d,一般,Informed-RRT*,38,308.120461792022
3d,一般,PRM*,38,351.743401719975
3d,一般,FMT*,38,457.421644528189
3d,一般,BIT*,38,467.315235763284
3d,一般,RRT#,38,308.120461792022
3d,一般,AB-IRRT*,38,276.853248435528
3d,一般,RRT*,39,382.782183325995
3d,一般,Informed-RRT*,39,382.782183325995
3d,一般,PRM*,39,392.397779303627
3d,一般,FMT*,39,345.81071965929
3d,一般,BIT*,39,277.087969713239
3d,一般,RRT#,39,382.782183325995
3d,一般,AB-IRRT*,39,276.853248435528
3d,一般,RRT*,40,285.096083745599
3d,一般,Informed-RRT*,40,285.096083745599
3d,一般,PRM*,40,327.034679437184
3d,一般,FMT*,40,408.124433092206
3d,一般,BIT*,40,366.836060534343
3d,一般,RRT#,40,285.096083745599
3d,一般,AB-IRRT*,40,276.853248435528
3d,一般,RRT*,41,295.576552451745
3d,一般,Informed-RRT*,41,295.576552451745
3d,一般,PRM*,41,309.145532931602
3d,一般,FMT*,41,391.177734895568
3d,一般,BIT*,41,321.333802719956
3d,一般,RRT#,41,294.72279447904
3d,一般,AB-IRRT*,41,276.853248435528
3d,一般,RRT*,42,342.127988717458
3d,一般,Informed-RRT*,42,342.127988717458
3d,一般,PRM*,42,377.750582846774
3d,一般,FMT*,42,401.243938632598
3d,一般,BIT*,42,348.067161032358
3d,一般,RRT#,42,342.127988717458
3d,一般,AB-IRRT*,42,276.853248435528
3d,一般,RRT*,43,279.568047824522
3d,一般,Informed-RRT*,43,279.568047824522
3d,一般,PRM*,43,466.497517775134
3d,一般,FMT*,43,441.041184732686
3d,一般,BIT*,43,277.648891683759
3d,一般,RRT#,43,279.568047824522
3d,一般,AB-IRRT*,43,276.853248435528
3d,一般,RRT*,44,284.312220346797
3d,一般,Informed-RRT*,44,284.312220346797
3d,一般,PRM*,44,385.643900302231
3d,一般,FMT*,44,393.025455591094
3d,一般,BIT*,44,334.001684219424
3d,一般,RRT#,44,284.312220346797
3d,一般,AB-IRRT*,44,276.853248435528
3d,一般,RRT*,45,378.386978344802
3d,一般,Informed-RRT*,45,378.386978344802
3d,一般,PRM*,45,388.683355614969
3d,一般,FMT*,45,367.048609191953
3d,一般,BIT*,45,367.818261138253
3d,一般,RRT#,45,376.226635762157
3d,一般,AB-IRRT*,45,276.853248435528
3d,一般,RRT*,46,280.248830099798
3d,一般,Informed-RRT*,46,280.248830099798
3d,一般,PRM*,46,365.561204382629
3d,一般,FMT*,46,435.035383549326
3d,一般,BIT*,46,371.444245198244
3d,一般,RRT#,46,280.248830099798
3d,一般,AB-IRRT*,46,276.853248435528
3d,一般,RRT*,47,368.484958233401
3d,一般,Informed-RRT*,47,368.484958233401
3d,一般,PRM*,47,348.290612765468
3d,一般,FMT*,47,415.338995751139
3d,一般,BIT*,47,321.537269340073
3d,一般,RRT#,47,365.617950312426
3d,一般,AB-IRRT*,47,276.853248435528
3d,一般,RRT*,48,286.116166795426
3d,一般,Informed-RRT*,48,286.116166795426
3d,一般,PRM*,48,328.821230276397
3d,一般,FMT*,48,474.1353512476
3d,一般,BIT*,48,365.421733133436
3d,一般,RRT#,48,285.237570732202
3d,一般,AB-IRRT*,48,276.853248435528
3d,一般,RRT*,49,293.473328706893
3d,一般,Informed-RRT*,49,293.473328706893
3d,一般,PRM*,49,384.627051998555
3d,一般,FMT*,49,482.195269822833
3d,一般,BIT*,49,369.206741731649
3d,一般,RRT#,49,293.473328706893
3d,一般,AB-IRRT*,49,276.853248435528
3d,一般,RRT*,50,290.819488669564
3d,一般,Informed-RRT*,50,290.819488669564
3d,一般,PRM*,50,330.678537597821
3d,一般,FMT*,50,343.345285836156
3d,一般,BIT*,50,315.323491162338
3d,一般,RRT#,50,290.819488669564
3d,一般,AB-IRRT*,50,276.853248435528
3d,狭窄,RRT*,1,262.114318138824
3d,狭窄,Informed-RRT*,1,262.114318138824
3d,狭窄,PRM*,1,336.518804452867
3d,狭窄,FMT*,1,417.271661602247
3d,狭窄,BIT*,1,268.88267267249
3d,狭窄,RRT#,1,262.114318138824
3d,狭窄,AB-IRRT*,1,248.081522405792
3d,狭窄,RRT*,2,286.473671677838
3d,狭窄,Informed-RRT*,2,286.473671677838
3d,狭窄,PRM*,2,365.44387346925
3d,狭窄,FMT*,2,297.527326232268
3d,狭窄,RRT#,2,286.466115866646
3d,狭窄,AB-IRRT*,2,248.081522405792
3d,狭窄,RRT*,3,276.115646622708
3d,狭窄,Informed-RRT*,3,276.115646622708
3d,狭窄,PRM*,3,325.114165724461
3d,狭窄,FMT*,3,276.464581478184
3d,狭窄,BIT*,3,285.181951312802
3d,狭窄,RRT#,3,276.115646622708
3d,狭窄,AB-IRRT*,3,248.081522405792
3d,狭窄,RRT*,4,257.716522086291
3d,狭窄,Informed-RRT*,4,257.716522086291
3d,狭窄,PRM*,4,300.288963969717
3d,狭窄,FMT*,4,301.939580668403
3d,狭窄,BIT*,4,284.763173746539
3d,狭窄,RRT#,4,257.716522086291
3d,狭窄,AB-IRRT*,4,248.081522405792
3d,狭窄,RRT*,5,277.275233965917
3d,狭窄,Informed-RRT*,5,277.275233965917
3d,狭窄,PRM*,5,398.054494479286
3d,狭窄,FMT*,5,295.569378792589
3d,狭窄,RRT#,5,277.275233965917
3d,狭窄,AB-IRRT*,5,248.081522405792
3d,狭窄,RRT*,6,286.82882616476
3d,狭窄,Informed-RRT*,6,286.82882616476
3d,狭窄,PRM*,6,384.488367219428
3d,狭窄,FMT*,6,463.180916352733
3d,狭窄,BIT*,6,270.696745399138
3d,狭窄,RRT#,6,285.032675996047
3d,狭窄,AB-IRRT*,6,248.081522405792
3d,狭窄,RRT*,7,271.971520171375
3d,狭窄,Informed-RRT*,7,271.971520171375
3d,狭窄,PRM*,7,323.678600904233
3d,狭窄,FMT*,7,474.269842996599
3d,狭窄,BIT*,7,298.54642563454
3d,狭窄,RRT#,7,271.971520171375
3d,狭窄,AB-IRRT*,7,248.081522405792
3d,狭窄,RRT*,8,270.056561051799
3d,狭窄,Informed-RRT*,8,270.056561051799
3d,狭窄,PRM*,8,362.674661278214
3d,狭窄,FMT*,8,265.801891398585
3d,狭窄,BIT*,8,265.801891398585
3d,狭窄,RRT#,8,270.056561051799
3d,狭窄,AB-IRRT*,8,248.081522405792
3d,狭窄,RRT*,9,274.349627357381
3d,狭窄,Informed-RRT*,9,274.349627357381
3d,狭窄,PRM*,9,272.729222348067
3d,狭窄,FMT*,9,294.173632862788
3d,狭窄,BIT*,9,296.950283191814
3d,狭窄,RRT#,9,272.405974302015
3d,狭窄,AB-IRRT*,9,248.081522405792
3d,狭窄,RRT*,10,292.398619265391
3d,狭窄,Informed-RRT*,10,292.398619265391
3d,狭窄,PRM*,10,314.400484201088
3d,狭窄,FMT*,10,276.629831623795
3d,狭窄,BIT*,10,279.355665894793
3d,狭窄,RRT#,10,289.141006140609
3d,狭窄,AB-IRRT*,10,248.081522405792
3d,狭窄,RRT*,11,280.532139388905
3d,狭窄,Informed-RRT*,11,280.532139388905
3d,狭窄,PRM*,11,327.891355325071
3d,狭窄,FMT*,11,309.588526093584
3d,狭窄,RRT#,11,278.036728233021
3d,狭窄,AB-IRRT*,11,248.081522405792
3d,狭窄,RRT*,12,273.589808630268
3d,狭窄,Informed-RRT*,12,273.589808630268
3d,狭窄,PRM*,12,328.399335738491
3d,狭窄,FMT*,12,287.734138014176
3d,狭窄,BIT*,12,300.357172989114
3d,狭窄,RRT#,12,272.247870176304
3d,狭窄,AB-IRRT*,12,248.081522405792
3d,狭窄,RRT*,13,268.861972072779
3d,狭窄,Informed-RRT*,13,268.861972072779
3d,狭窄,PRM*,13,345.888205641188
3d,狭窄,FMT*,13,377.803689706091
3d,狭窄,BIT*,13,346.411679268095
3d,狭窄,RRT#,13,268.861972072779
3d,狭窄,AB-IRRT*,13,248.081522405792
3d,狭窄,RRT*,14,274.54204510482
3d,狭窄,Informed-RRT*,14,274.54204510482
3d,狭窄,PRM*,14,402.548715490609
3d,狭窄,FMT*,14,279.094926591377
3d,狭窄,BIT*,14,279.094926591377
3d,狭窄,RRT#,14,272.931236627245
3d,狭窄,AB-IRRT*,14,248.081522405792
3d,狭窄,RRT*,15,273.298521637141
3d,狭窄,Informed-RRT*,15,273.298521637141
3d,狭窄,PRM*,15,380.859869475612
3d,狭窄,FMT*,15,293.132352690864
3d,狭窄,BIT*,15,293.132352690864
3d,狭窄,RRT#,15,273.298521637141
3d,狭窄,AB-IRRT*,15,248.081522405792
3d,狭窄,RRT*,16,268.880270867288
3d,狭窄,Informed-RRT*,16,268.880270867288
3d,狭窄,PRM*,16,325.867510843402
3d,狭窄,FMT*,16,291.038568424649
3d,狭窄,RRT#,16,268.096876387947
3d,狭窄,AB-IRRT*,16,248.081522405792
3d,狭窄,RRT*,17,283.497361294477
3d,狭窄,Informed-RRT*,17,283.497361294477
3d,狭窄,PRM*,17,294.947333425618
3d,狭窄,FMT*,17,360.574306973489
3d,狭窄,RRT#,17,282.956228671714
3d,狭窄,AB-IRRT*,17,248.081522405792
3d,狭窄,RRT*,18,272.592145786139
3d,狭窄,Informed-RRT*,18,272.592145786139
3d,狭窄,PRM*,18,288.55839161445
3d,狭窄,FMT*,18,295.642077671478
3d,狭窄,RRT#,18,270.02943367882
3d,狭窄,AB-IRRT*,18,248.081522405792
3d,狭窄,RRT*,19,266.646226628789
3d,狭窄,Informed-RRT*,19,266.646226628789
3d,狭窄,PRM*,19,283.717511985562
3d,狭窄,FMT*,19,305.702093785756
3d,狭窄,RRT#,19,266.646226628789
3d,狭窄,AB-IRRT*,19,248.081522405792
3d,狭窄,RRT*,20,281.528578484902
3d,狭窄,Informed-RRT*,20,281.528578484902
3d,狭窄,PRM*,20,316.12656559969
3d,狭窄,FMT*,20,281.569930999168
3d,狭窄,BIT*,20,285.717518254148
3d,狭窄,RRT#,20,279.079114711137
3d,狭窄,AB-IRRT*,20,248.081522405792
3d,狭窄,RRT*,21,278.171550656988
3d,狭窄,Informed-RRT*,21,278.171550656988
3d,狭窄,PRM*,21,280.307378916749
3d,狭窄,FMT*,21,300.435769891735
3d,狭窄,BIT*,21,281.421736593364
3d,狭窄,RRT#,21,278.117595200518
3d,狭窄,AB-IRRT*,21,248.081522405792
3d,狭窄,RRT*,22,311.473816589875
3d,狭窄,Informed-RRT*,22,311.473816589875
3d,狭窄,PRM*,22,299.256647462783
3d,狭窄,FMT*,22,277.61011397149
3d,狭窄,RRT#,22,311.473816589875
3d,狭窄,AB-IRRT*,22,248.081522405792
3d,狭窄,RRT*,23,287.33001229733
3d,狭窄,Informed-RRT*,23,287.33001229733
3d,狭窄,PRM*,23,304.114108922188
3d,狭窄,FMT*,23,322.195351016516
3d,狭窄,RRT#,23,287.21208016615
3d,狭窄,AB-IRRT*,23,248.081522405792
3d,狭窄,RRT*,24,261.498095257688
3d,狭窄,Informed-RRT*,24,261.498095257688
3d,狭窄,PRM*,24,281.740562029876
3d,狭窄,FMT*,24,297.703981872625
3d,狭窄,BIT*,24,301.500409615684
3d,狭窄,RRT#,24,261.498095257688
3d,狭窄,AB-IRRT*,24,248.081522405792
3d,狭窄,RRT*,25,277.410388047667
3d,狭窄,Informed-RRT*,25,277.410388047667
3d,狭窄,PRM*,25,322.280202518377
3d,狭窄,FMT*,25,288.244524280175
3d,狭窄,BIT*,25,288.244524280175
3d,狭窄,RRT#,25,275.86908959251
3d,狭窄,AB-IRRT*,25,248.081522405792
3d,狭窄,RRT*,26,277.754338335161
3d,狭窄,Informed-RRT*,26,277.754338335161
3d,狭窄,PRM*,26,300.289846249907
3d,狭窄,FMT*,26,306.346788202823
3d,狭窄,RRT#,26,276.760619475483
3d,狭窄,AB-IRRT*,26,248.081522405792
3d,狭窄,RRT*,27,302.097611182021
3d,狭窄,Informed-RRT*,27,302.097611182021
3d,狭窄,PRM*,27,287.982153650065
3d,狭窄,FMT*,27,274.202492052771
3d,狭窄,BIT*,27,274.202492052771
3d,狭窄,RRT#,27,302.097611182021
3d,狭窄,AB-IRRT*,27,248.081522405792
3d,狭窄,RRT*,28,327.295671264123
3d,狭窄,Informed-RRT*,28,327.295671264123
3d,狭窄,PRM*,28,316.056191855037
3d,狭窄,FMT*,28,294.993875686156
3d,狭窄,BIT*,28,294.993875686156
3d,狭窄,RRT#,28,326.787942481108
3d,狭窄,AB-IRRT*,28,248.081522405792
3d,狭窄,RRT*,29,259.319839521514
3d,狭窄,Informed-RRT*,29,259.319839521514
3d,狭窄,PRM*,29,298.452378027534
3d,狭窄,FMT*,29,316.118384703303
3d,狭窄,BIT*,29,270.82098263599
3d,狭窄,RRT#,29,259.319839521514
3d,狭窄,AB-IRRT*,29,248.081522405792
3d,狭窄,RRT*,30,258.218120234651
3d,狭窄,Informed-RRT*,30,258.218120234651
3d,狭窄,PRM*,30,295.508345477276
3d,狭窄,FMT*,30,362.459049116755
3d,狭窄,RRT#,30,257.596429694458
3d,狭窄,AB-IRRT*,30,248.081522405792
3d,狭窄,RRT*,31,264.35253924717
3d,狭窄,Informed-RRT*,31,264.35253924717
3d,狭窄,PRM*,31,413.875239100392
3d,狭窄,FMT*,31,272.777556261296
3d,狭窄,RRT#,31,264.35253924717
3d,狭窄,AB-IRRT*,31,248.081522405792
3d,狭窄,RRT*,32,261.106535328128
3d,狭窄,Informed-RRT*,32,261.106535328128
3d,狭窄,PRM*,32,286.959072662872
3d,狭窄,FMT*,32,268.294487905022
3d,狭窄,BIT*,32,268.294487905022
3d,狭窄,RRT#,32,261.106535328128
3d,狭窄,AB-IRRT*,32,248.081522405792
3d,狭窄,RRT*,33,280.072682361153
3d,狭窄,Informed-RRT*,33,280.072682361153
3d,狭窄,PRM*,33,338.818333902016
3d,狭窄,FMT*,33,283.043883322658
3d,狭窄,BIT*,33,268.402209195979
3d,狭窄,RRT#,33,280.072682361153
3d,狭窄,AB-IRRT*,33,248.081522405792
3d,狭窄,RRT*,34,322.28683772891
3d,狭窄,Informed-RRT*,34,322.28683772891
3d,狭窄,PRM*,34,333.472228943193
3d,狭窄,FMT*,34,287.832271952222
3d,狭窄,BIT*,34,284.890776901601
3d,狭窄,RRT#,34,322.28683772891
3d,狭窄,AB-IRRT*,34,248.081522405792
3d,狭窄,RRT*,35,263.355437866177
3d,狭窄,Informed-RRT*,35,263.355437866177
3d,狭窄,PRM*,35,286.676005742296
3d,狭窄,FMT*,35,329.926598150367
3d,狭窄,BIT*,35,285.120798355567
3d,狭窄,RRT#,35,263.355437866177
3d,狭窄,AB-IRRT*,35,248.081522405792
3d,狭窄,RRT*,36,267.527062990546
3d,狭窄,Informed-RRT*,36,267.527062990546
3d,狭窄,PRM*,36,272.240188351944
3d,狭窄,FMT*,36,329.641022773265
3d,狭窄,BIT*,36,293.809869218696
3d,狭窄,RRT#,36,266.591055085279
3d,狭窄,AB-IRRT*,36,248.081522405792
3d,狭窄,RRT*,37,270.514188780129
3d,狭窄,Informed-RRT*,37,270.514188780129
3d,狭窄,PRM*,37,367.544258968604
3d,狭窄,FMT*,37,291.35035911705
3d,狭窄,RRT#,37,270.046070727999
3d,狭窄,AB-IRRT*,37,248.081522405792
3d,狭窄,RRT*,38,269.281463827407
3d,狭窄,Informed-RRT*,38,269.281463827407
3d,狭窄,PRM*,38,348.864151289122
3d,狭窄,FMT*,38,302.231350426124
3d,狭窄,BIT*,38,277.362645656752
3d,狭窄,RRT#,38,269.281463827407
3d,狭窄,AB-IRRT*,38,248.081522405792
3d,狭窄,RRT*,39,273.383392894298
3d,狭窄,Informed-RRT*,39,273.383392894298
3d,狭窄,PRM*,39,291.743360935495
3d,狭窄,FMT*,39,453.156254269394
3d,狭窄,BIT*,39,445.256891395928
3d,狭窄,RRT#,39,273.383392894298
3d,狭窄,AB-IRRT*,39,248.081522405792
3d,狭窄,RRT*,40,269.601436092709
3d,狭窄,Informed-RRT*,40,269.601436092709
3d,狭窄,PRM*,40,451.838993200045
3d,狭窄,FMT*,40,317.277614833636
3d,狭窄,RRT#,40,269.601436092709
3d,狭窄,AB-IRRT*,40,248.081522405792
3d,狭窄,RRT*,41,281.471667544248
3d,狭窄,Informed-RRT*,41,281.471667544248
3d,狭窄,PRM*,41,345.061721696521
3d,狭窄,FMT*,41,311.555998151769
3d,狭窄,RRT#,41,281.471667544248
3d,狭窄,AB-IRRT*,41,248.081522405792
3d,狭窄,RRT*,42,271.513384775842
3d,狭窄,Informed-RRT*,42,271.513384775842
3d,狭窄,PRM*,42,272.106899608591
3d,狭窄,FMT*,42,271.521949185757
3d,狭窄,BIT*,42,282.316382641748
3d,狭窄,RRT#,42,268.768059079407
3d,狭窄,AB-IRRT*,42,248.081522405792
3d,狭窄,RRT*,43,278.374706457583
3d,狭窄,Informed-RRT*,43,278.374706457583
3d,狭窄,PRM*,43,269.580528479979
3d,狭窄,FMT*,43,311.537231776686
3d,狭窄,BIT*,43,305.866722099488
3d,狭窄,RRT#,43,277.894033148588
3d,狭窄,AB-IRRT*,43,248.081522405792
3d,狭窄,RRT*,44,284.30388299648
3d,狭窄,Informed-RRT*,44,284.30388299648
3d,狭窄,PRM*,44,322.127364427711
3d,狭窄,FMT*,44,313.867586132738
3d,狭窄,RRT#,44,283.41089007996
3d,狭窄,AB-IRRT*,44,248.081522405792
3d,狭窄,RRT*,45,286.959661980772
3d,狭窄,Informed-RRT*,45,286.959661980772
3d,狭窄,PRM*,45,289.050450306587
3d,狭窄,FMT*,45,356.610235908219
3d,狭窄,BIT*,45,307.430503402351
3d,狭窄,RRT#,45,285.08296782677
3d,狭窄,AB-IRRT*,45,248.081522405792
3d,狭窄,RRT*,46,312.13006817807
3d,狭窄,Informed-RRT*,46,312.13006817807
3d,狭窄,PRM*,46,288.253609476989
3d,狭窄,FMT*,46,358.957264784212
3d,狭窄,BIT*,46,291.017114744209
3d,狭窄,RRT#,46,310.824380417802
3d,狭窄,AB-IRRT*,46,248.081522405792
3d,狭窄,RRT*,47,301.957524990647
3d,狭窄,Informed-RRT*,47,301.957524990647
3d,狭窄,PRM*,47,328.042088498913
3d,狭窄,FMT*,47,319.787903367749
3d,狭窄,BIT*,47,279.779359622497
3d,狭窄,RRT#,47,300.000885171427
3d,狭窄,AB-IRRT*,47,248.081522405792
3d,狭窄,RRT*,48,268.351864710126
3d,狭窄,Informed-RRT*,48,268.351864710126
3d,狭窄,PRM*,48,343.176731228996
3d,狭窄,FMT*,48,308.812813874267
3d,狭窄,BIT*,48,266.457448899152
3d,狭窄,RRT#,48,268.351864710126
3d,狭窄,AB-IRRT*,48,248.081522405792
3d,狭窄,RRT*,49,285.053633349209
3d,狭窄,Informed-RRT*,49,285.053633349209
3d,狭窄,PRM*,49,410.318409001904
3d,狭窄,FMT*,49,309.694353465278
3d,狭窄,BIT*,49,298.469398004919
3d,狭窄,RRT#,49,285.053633349209
3d,狭窄,AB-IRRT*,49,248.081522405792
3d,狭窄,RRT*,50,271.406096832866
3d,狭窄,Informed-RRT*,50,271.406096832866
3d,狭窄,PRM*,50,290.87601056232
3d,狭窄,FMT*,50,392.501607377173
3d,狭窄,BIT*,50,278.705037822022
3d,狭窄,RRT#,50,271.406096832866
3d,狭窄,AB-IRRT*,50,248.081522405792
3d,悬空,RRT*,1,306.789336624124
3d,悬空,Informed-RRT*,1,306.789336624124
3d,悬空,PRM*,1,340.285652275556
3d,悬空,FMT*,1,391.817234599778
3d,悬空,BIT*,1,299.901644166072
3d,悬空,RRT#,1,305.684092086761
3d,悬空,AB-IRRT*,1,265.958950138078
3d,悬空,RRT*,2,286.209342118212
3d,悬空,Informed-RRT*,2,286.209342118212
3d,悬空,PRM*,2,375.811962602462
3d,悬空,FMT*,2,331.798059427738
3d,悬空,BIT*,2,297.179561410833
3d,悬空,RRT#,2,286.209342118212
3d,悬空,AB-IRRT*,2,265.958950138078
3d,悬空,RRT*,3,316.393426423823
3d,悬空,Informed-RRT*,3,316.393426423823
3d,悬空,PRM*,3,330.495692845368
3d,悬空,FMT*,3,307.099646842867
3d,悬空,BIT*,3,292.533813256055
3d,悬空,RRT#,3,316.393426423823
3d,悬空,AB-IRRT*,3,265.958950138078
3d,悬空,RRT*,4,314.122256225709
3d,悬空,Informed-RRT*,4,314.122256225709
3d,悬空,PRM*,4,348.229544572182
3d,悬空,FMT*,4,309.389884058347
3d,悬空,BIT*,4,309.389884058347
3d,悬空,RRT#,4,314.122256225709
3d,悬空,AB-IRRT*,4,265.958950138078
3d,悬空,RRT*,5,278.124654420763
3d,悬空,Informed-RRT*,5,278.124654420763
3d,悬空,PRM*,5,473.594851220479
3d,悬空,FMT*,5,432.635283447123
3d,悬空,BIT*,5,337.342512368316
3d,悬空,RRT#,5,278.124654420763
3d,悬空,AB-IRRT*,5,265.958950138078
3d,悬空,RRT*,6,308.032220458749
3d,悬空,Informed-RRT*,6,308.032220458749
3d,悬空,PRM*,6,388.704598771755
3d,悬空,FMT*,6,326.371667165672
3d,悬空,BIT*,6,297.107184201993
3d,悬空,RRT#,6,308.032220458749
3d,悬空,AB-IRRT*,6,265.958950138078
3d,悬空,RRT*,7,301.566408307019
3d,悬空,Informed-RRT*,7,301.566408307019
3d,悬空,PRM*,7,299.642324911326
3d,悬空,FMT*,7,408.724022844393
3d,悬空,BIT*,7,279.467957607916
3d,悬空,RRT#,7,301.566408307019
3d,悬空,AB-IRRT*,7,265.958950138078
3d,悬空,RRT*,8,307.157133533448
3d,悬空,Informed-RRT*,8,307.157133533448
3d,悬空,PRM*,8,339.880228590503
3d,悬空,FMT*,8,290.424684533477
3d,悬空,BIT*,8,305.389567010195
3d,悬空,RRT#,8,307.157133533448
3d,悬空,AB-IRRT*,8,265.958950138078
3d,悬空,RRT*,9,278.620312944387
3d,悬空,Informed-RRT*,9,278.620312944387
3d,悬空,PRM*,9,332.200245240385
3d,悬空,FMT*,9,369.708734764806
3d,悬空,BIT*,9,279.623904763684
3d,悬空,RRT#,9,278.620312944387
3d,悬空,AB-IRRT*,9,265.958950138078
3d,悬空,RRT*,10,289.065119256494
3d,悬空,Informed-RRT*,10,289.065119256494
3d,悬空,PRM*,10,431.252729115462
3d,悬空,FMT*,10,298.769500911166
3d,悬空,BIT*,10,298.769500911166
3d,悬空,RRT#,10,287.542052923546
3d,悬空,AB-IRRT*,10,265.958950138078
3d,悬空,RRT*,11,300.551137612681
3d,悬空,Informed-RRT*,11,300.551137612681
3d,悬空,PRM*,11,331.45076051091
3d,悬空,FMT*,11,375.618554092063
3d,悬空,BIT*,11,274.035416737638
3d,悬空,RRT#,11,300.551137612681
3d,悬空,AB-IRRT*,11,265.958950138078
3d,悬空,RRT*,12,308.377026684413
3d,悬空,Informed-RRT*,12,308.377026684413
3d,悬空,PRM*,12,337.43755559718
3d,悬空,FMT*,12,399.510202033176
3d,悬空,BIT*,12,275.781285381402
3d,悬空,RRT#,12,308.377026684413
3d,悬空,AB-IRRT*,12,265.958950138078
3d,悬空,RRT*,13,283.727898629538
3d,悬空,Informed-RRT*,13,283.727898629538
3d,悬空,PRM*,13,421.594669680428
3d,悬空,FMT*,13,382.641180697806
3d,悬空,BIT*,13,311.260630458941
3d,悬空,RRT#,13,283.486260968241
3d,悬空,AB-IRRT*,13,265.958950138078
3d,悬空,RRT*,14,276.448826399162
3d,悬空,Informed-RRT*,14,276.448826399162
3d,悬空,PRM*,14,363.774031467899
3d,悬空,FMT*,14,384.859609961043
3d,悬空,BIT*,14,291.450989217579
3d,悬空,RRT#,14,276.177153948416
3d,悬空,AB-IRRT*,14,265.958950138078
3d,悬空,RRT*,15,357.699511198032
3d,悬空,Informed-RRT*,15,357.699511198032
3d,悬空,PRM*,15,408.2109024691
3d,悬空,FMT*,15,368.552752396812
3d,悬空,BIT*,15,283.353735661213
3d,悬空,RRT#,15,357.699511198032
3d,悬空,AB-IRRT*,15,265.958950138078
3d,悬空,RRT*,16,290.362760237376
3d,悬空,Informed-RRT*,16,290.362760237376
3d,悬空,PRM*,16,386.362954552116
3d,悬空,FMT*,16,375.903265615008
3d,悬空,BIT*,16,279.54230894369
3d,悬空,RRT#,16,290.362760237376
3d,悬空,AB-IRRT*,16,265.958950138078
3d,悬空,RRT*,17,307.244788357354
3d,悬空,Informed-RRT*,17,307.244788357354
3d,悬空,PRM*,17,371.550443416174
3d,悬空,FMT*,17,422.909815082415
3d,悬空,BIT*,17,302.186922702195
3d,悬空,RRT#,17,307.244788357354
3d,悬空,AB-IRRT*,17,265.958950138078
3d,悬空,RRT*,18,301.431554077291
3d,悬空,Informed-RRT*,18,301.431554077291
3d,悬空,PRM*,18,350.95032616723
3d,悬空,FMT*,18,284.283134173141
3d,悬空,BIT*,18,284.283134173141
3d,悬空,RRT#,18,301.431554077291
3d,悬空,AB-IRRT*,18,265.958950138078
3d,悬空,RRT*,19,301.791206891305
3d,悬空,Informed-RRT*,19,301.791206891305
3d,悬空,PRM*,19,374.958366008594
3d,悬空,FMT*,19,289.278009244594
3d,悬空,BIT*,19,289.895810755825
3d,悬空,RRT#,19,301.791206891305
3d,悬空,AB-IRRT*,19,265.958950138078
3d,悬空,RRT*,20,279.685740357519
3d,悬空,Informed-RRT*,20,279.685740357519
3d,悬空,PRM*,20,377.186697527131
3d,悬空,FMT*,20,275.231971762336
3d,悬空,BIT*,20,291.210377146973
3d,悬空,RRT#,20,279.033428674582
3d,悬空,AB-IRRT*,20,265.958950138078
3d,悬空,RRT*,21,271.903531900478
3d,悬空,Informed-RRT*,21,271.903531900478
3d,悬空,PRM*,21,318.638307661738
3d,悬空,FMT*,21,312.115304986519
3d,悬空,BIT*,21,283.878989319099
3d,悬空,RRT#,21,271.903531900478
3d,悬空,AB-IRRT*,21,265.958950138078
3d,悬空,RRT*,22,287.987029372408
3d,悬空,Informed-RRT*,22,287.987029372408
3d,悬空,PRM*,22,280.188689060093
3d,悬空,FMT*,22,434.897326446845
3d,悬空,BIT*,22,272.425968228295
3d,悬空,RRT#,22,287.987029372408
3d,悬空,AB-IRRT*,22,265.958950138078
3d,悬空,RRT*,23,282.297206815797
3d,悬空,Informed-RRT*,23,282.297206815797
3d,悬空,PRM*,23,301.46665375415
3d,悬空,FMT*,23,378.581393527777
3d,悬空,BIT*,23,289.835727110555
3d,悬空,RRT#,23,282.297206815797
3d,悬空,AB-IRRT*,23,265.958950138078
3d,悬空,RRT*,24,284.063794263365
3d,悬空,Informed-RRT*,24,284.063794263365
3d,悬空,PRM*,24,355.325346667237
3d,悬空,FMT*,24,282.215006799521
3d,悬空,BIT*,24,293.065975869304
3d,悬空,RRT#,24,284.063794263365
3d,悬空,AB-IRRT*,24,265.958950138078
3d,悬空,RRT*,25,282.354059371765
3d,悬空,Informed-RRT*,25,282.354059371765
3d,悬空,PRM*,25,396.75190276263
3d,悬空,FMT*,25,294.133417076121
3d,悬空,BIT*,25,307.18698840346
3d,悬空,RRT#,25,282.354059371765
3d,悬空,AB-IRRT*,25,265.958950138078
3d,悬空,RRT*,26,296.978559902462
3d,悬空,Informed-RRT*,26,296.978559902462
3d,悬空,PRM*,26,404.52503453312
3d,悬空,FMT*,26,326.820806880092
3d,悬空,BIT*,26,289.257562084609
3d,悬空,RRT#,26,296.978559902462
3d,悬空,AB-IRRT*,26,265.958950138078
