variant,scenario,run,seed,success,length,time,firstSolutionTime,tPre,tOpt,nodes,turnSum,minClear,escapes,sideFlips,fallback
w/o ellipse seeding,一般,26,20261929,1,275.492826850144,0.4616016,0.0046332,0.0046332,0.4568737,4317,6.03468374579498,0.825238026989409,0,5,0
w/o path-bias sampling,一般,26,20261929,1,265.242786814975,0.4291325,0.0048487,0.0048487,0.4241827,4157,2.68749186446927,0.339501512806838,0,5,0
w/o dynamic rewiring,一般,26,20261929,1,276.853248435528,0.4827462,0.0048692,0.0048692,0.477775,4167,1.94771587565652,0.292802083782291,0,5,0
AB-IRRT* (full),一般,26,20261929,1,264.634702082627,0.4124048,0.0053786,0.0053786,0.4068955,4066,2.53720349020685,0.273265933389404,0,5,0
APF-only,一般,27,20261930,1,442.385244950109,0.0045612,0.0044682,0.0045612,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,27,20261930,1,277.383726510315,0.5371788,0.0100943,0,0.5371788,4301,6.88429347580103,0.546637802851137,NaN,NaN,0
w/o seed shortcutting,一般,27,20261930,1,267.557949946773,0.5275272,0.0061244,0.0061244,0.5212754,4236,3.54845176816404,0.223540198886237,0,5,0
w/o ellipse seeding,一般,27,20261930,1,266.725305054707,0.4714699,0.0050457,0.0050457,0.4663058,4203,3.80857192527244,0.339851686464291,0,5,0
w/o path-bias sampling,一般,27,20261930,1,265.536347514972,0.4397234,0.0048743,0.0048743,0.4347521,3979,2.49402435188898,0.0349082747522402,0,5,0
w/o dynamic rewiring,一般,27,20261930,1,271.309902428882,0.5514936,0.0056042,0.0056042,0.5457744,4206,6.49571454032003,0.660401113935277,0,5,0
AB-IRRT* (full),一般,27,20261930,1,264.948613657337,0.4594759,0.0045831,0.0045831,0.4547971,3949,3.87548320995318,0.44625619200515,0,5,0
APF-only,一般,28,20261931,1,442.385244950109,0.0046213,0.0045215,0.0046213,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,28,20261931,1,289.247719861284,0.4915781,0.0077505,0,0.4915781,4381,9.6029446399577,2.0369410955726,NaN,NaN,0
w/o seed shortcutting,一般,28,20261931,1,270.140679577676,0.466812,0.006283,0.006283,0.4604058,4360,5.85333541700285,0.240016929481066,0,5,0
w/o ellipse seeding,一般,28,20261931,1,278.837302724758,0.4433514,0.0070319,0.0070319,0.4362006,4442,5.85788090394846,1.03669501710054,0,5,0
w/o path-bias sampling,一般,28,20261931,1,265.700754341432,0.4792103,0.0078219,0.0078219,0.4712511,4008,2.47323325616555,0.231774318799799,0,5,0
w/o dynamic rewiring,一般,28,20261931,1,276.853248435528,0.590634,0.0066583,0.0066583,0.5838354,4251,1.94771587565652,0.292802083782291,0,5,0
AB-IRRT* (full),一般,28,20261931,1,266.586132052072,0.531991,0.0061572,0.0061572,0.5256915,4067,3.58072247547321,0.0984799788438534,0,5,0
APF-only,一般,29,20261932,1,442.385244950109,0.0059763,0.0058436,0.0059763,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,29,20261932,1,288.187744619196,0.4770446,0.0199004,0,0.4770446,4196,12.4159603404492,0.938643847904654,NaN,NaN,0
w/o seed shortcutting,一般,29,20261932,1,266.169938170987,0.4737309,0.0049286,0.0049286,0.4686898,4112,3.05250813391357,0.308724796155388,0,5,0
w/o ellipse seeding,一般,29,20261932,1,266.67727262927,0.5052579,0.0047179,0.0047179,0.5004317,4061,3.35397497533464,0.260692816909956,0,5,0
w/o path-bias sampling,一般,29,20261932,1,266.600973805819,0.4855106,0.0054676,0.0054676,0.4799309,3960,2.65766962389167,1.15313126422082,0,5,0
w/o dynamic rewiring,一般,29,20261932,1,272.702618540603,0.5208184,0.0043228,0.0043228,0.5164027,4085,5.22175697297192,0.13222334139903,0,5,0
AB-IRRT* (full),一般,29,20261932,1,267.008947757407,0.4213163,0.0052816,0.0052816,0.4159273,3980,3.71817618319802,0.134880271294096,0,5,0
APF-only,一般,30,20261933,1,442.385244950109,0.0059489,0.0058224,0.0059489,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,30,20261933,1,284.358996450975,0.4996292,0.0110496,0,0.4996292,4304,9.48445385976881,2.56437120130241,NaN,NaN,0
w/o seed shortcutting,一般,30,20261933,1,265.924299839694,0.4690764,0.0055572,0.0055572,0.4633951,4158,4.43334942918921,0.0196585084913412,0,5,0
w/o ellipse seeding,一般,30,20261933,1,268.196821319001,0.4684051,0.0077322,0.0077322,0.4605283,4263,5.13569575452879,0.670377223074025,0,5,0
w/o path-bias sampling,一般,30,20261933,1,265.750144618061,0.4055818,0.0051638,0.0051638,0.4003121,4043,2.64185124415279,0.153100252669821,0,5,0
w/o dynamic rewiring,一般,30,20261933,1,271.568362315551,0.4897453,0.0047584,0.0047584,0.484872,4198,6.34957149092647,0.0463864160755048,0,5,0
AB-IRRT* (full),一般,30,20261933,1,266.943038877806,0.4345801,0.0082905,0.0082905,0.4261379,4080,3.72371089002033,0.0960506211186427,0,5,0
APF-only,一般,31,20261934,1,442.385244950109,0.0061462,0.006016,0.0061462,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,31,20261934,1,276.241609966663,0.496073,0.0105691,0,0.496073,4375,7.67986399732432,0.730700558585813,NaN,NaN,0
w/o seed shortcutting,一般,31,20261934,1,266.974019950137,0.4420125,0.0044005,0.0044005,0.4375042,4260,2.92392200126707,0.538180139630747,0,5,0
w/o ellipse seeding,一般,31,20261934,1,277.020473317272,0.4579889,0.0053314,0.0053314,0.4525395,4321,6.16559270220527,0.0660912303338606,0,5,0
w/o path-bias sampling,一般,31,20261934,1,265.369563450634,0.4397144,0.005115,0.005115,0.434492,4101,2.7344129729594,0.337325555478014,0,5,0
w/o dynamic rewiring,一般,31,20261934,1,276.853248435528,0.4937641,0.0045652,0.0045652,0.4890993,4152,1.94771587565652,0.292802083782291,0,5,0
AB-IRRT* (full),一般,31,20261934,1,265.266746605382,0.4201122,0.0042561,0.0042561,0.4157454,4079,2.64263420938556,0.0992302257791664,0,5,0
APF-only,一般,32,20261935,1,442.385244950109,0.0045751,0.0044748,0.0045751,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,32,20261935,1,286.130563899648,0.4097762,0.0100316,0,0.4097762,4134,7.60269113702287,0.337224623255103,NaN,NaN,0
w/o seed shortcutting,一般,32,20261935,1,264.995494631119,0.4239253,0.0046982,0.0046982,0.4191238,4070,2.46454082196851,1.18762880308766,0,5,0
w/o ellipse seeding,一般,32,20261935,1,264.791498328475,0.4546914,0.0048661,0.0048661,0.4497227,4087,2.68599296325231,0.769197262358601,0,5,0
w/o path-bias sampling,一般,32,20261935,1,264.594144044958,0.466415,0.005297,0.005297,0.4610084,4050,2.5593479760198,0.153855457316518,0,5,0
w/o dynamic rewiring,一般,32,20261935,1,268.014689530728,0.5090534,0.0066757,0.0066757,0.5022508,4114,6.20534658714988,0.20680661192956,0,5,0
AB-IRRT* (full),一般,32,20261935,1,264.567135665384,0.4571333,0.0057941,0.0057941,0.4512221,3972,2.90994292113156,0.183155673605597,0,5,0
APF-only,一般,33,20261936,1,442.385244950109,0.0056039,0.0054854,0.0056039,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,33,20261936,1,313.592594978192,0.2872349,0.0221115,0,0.2872349,3402,14.3259574826047,0.220487369988825,NaN,NaN,0
w/o seed shortcutting,一般,33,20261936,1,275.511297680347,0.4656704,0.0070452,0.0070452,0.4584909,4320,5.38414991619455,0.195129088402069,0,5,0
w/o ellipse seeding,一般,33,20261936,1,281.622537428488,0.4865878,0.0067149,0.0067149,0.4797506,4378,7.24366787395778,0.501760871484981,0,5,0
w/o path-bias sampling,一般,33,20261936,1,265.777423432484,0.5040748,0.0052807,0.0052807,0.4986847,4112,3.4009362760307,0.171153388798523,0,5,0
w/o dynamic rewiring,一般,33,20261936,1,276.853248435528,0.5194802,0.0071015,0.0071015,0.512234,4089,1.94771587565652,0.292802083782291,0,5,0
AB-IRRT* (full),一般,33,20261936,1,264.509302109916,0.4652838,0.0064486,0.0064486,0.45871,3877,2.22976293577466,0.293595785217087,0,5,0
APF-only,一般,34,20261937,1,442.385244950109,0.0066298,0.0064946,0.0066298,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,34,20261937,1,280.323243388615,0.5500695,0.0071896,0,0.5500695,4345,7.75329668290653,0.142957677272671,NaN,NaN,0
w/o seed shortcutting,一般,34,20261937,1,272.032499257947,0.4786622,0.0048693,0.0048693,0.4736758,4262,5.07047917425299,0.38526058580739,0,5,0
w/o ellipse seeding,一般,34,20261937,1,271.428182458819,0.4940461,0.0061409,0.0061409,0.4877778,4295,4.54372695132532,0.681637485588148,0,5,0
w/o path-bias sampling,一般,34,20261937,1,265.855246410132,0.4225229,0.0064234,0.0064234,0.4159867,4088,3.57368025535897,0.0504397773137172,0,5,0
w/o dynamic rewiring,一般,34,20261937,1,270.531960018778,0.49722,0.0050672,0.0050672,0.4920514,4139,5.35126051590888,0.107916955346699,0,5,0
AB-IRRT* (full),一般,34,20261937,1,265.003518644648,0.47117,0.0047063,0.0047063,0.4663611,4018,2.01950565129995,1.02324646156414,0,5,0
APF-only,一般,35,20261938,1,442.385244950109,0.0048963,0.0047949,0.0048963,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,35,20261938,1,284.598449610325,0.4723917,0.0129351,0,0.4723917,4346,9.9858063586002,0.468012216945217,NaN,NaN,0
w/o seed shortcutting,一般,35,20261938,1,264.669867220841,0.4467184,0.0043996,0.0043996,0.4422154,4129,2.03291046834842,0.0404670559138083,0,5,0
w/o ellipse seeding,一般,35,20261938,1,266.155429211884,0.449676,0.0065059,0.0065059,0.4430461,4198,3.52601165588839,0.294320569158058,0,5,0
w/o path-bias sampling,一般,35,20261938,1,276.853248435528,0.4347636,0.0046832,0.0046832,0.4299701,4184,1.94771587565652,0.292802083782291,0,5,0
w/o dynamic rewiring,一般,35,20261938,1,276.853248435528,0.5398806,0.0051382,0.0051382,0.5346303,4290,1.94771587565652,0.292802083782291,0,5,0
AB-IRRT* (full),一般,35,20261938,1,267.899589041952,0.4739122,0.0063591,0.0063591,0.4674335,4271,3.13739895644352,0.398388717301146,0,5,0
APF-only,一般,36,20261939,1,442.385244950109,0.0048173,0.00471,0.0048173,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,36,20261939,1,271.426158591315,0.5121396,0.0115852,0,0.5121396,4312,6.23002636289217,1.33271183044967,NaN,NaN,0
w/o seed shortcutting,一般,36,20261939,1,266.951991200626,0.4724536,0.0041507,0.0041507,0.4682003,4270,2.93842776860307,0.269367416488324,0,5,0
w/o ellipse seeding,一般,36,20261939,1,267.816007262447,0.4577175,0.0044534,0.0044534,0.453168,4232,2.98655187673294,0.340656280514997,0,5,0
w/o path-bias sampling,一般,36,20261939,1,265.146778664075,0.4183689,0.004779,0.004779,0.4134953,3896,3.20351248810118,0.241169953345903,0,5,0
w/o dynamic rewiring,一般,36,20261939,1,269.977925678517,0.5160018,0.0076291,0.0076291,0.508216,4147,6.08009863296738,0.826502463298933,0,5,0
AB-IRRT* (full),一般,36,20261939,1,267.216755132238,0.4680535,0.006601,0.006601,0.4613253,4116,4.85039941806786,0.823575210970935,0,5,0
APF-only,一般,37,20261940,1,442.385244950109,0.0065086,0.006368,0.0065086,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,37,20261940,1,270.395196851996,0.5212129,0.0129032,0,0.5212129,4350,6.28370270265878,0.256725380565343,NaN,NaN,0
w/o seed shortcutting,一般,37,20261940,1,274.498573768137,0.4551159,0.0062092,0.0062092,0.4487686,4324,3.66622392394462,0.148737783681881,0,5,0
w/o ellipse seeding,一般,37,20261940,1,265.934925944381,0.454098,0.0042587,0.0042587,0.4497445,4285,3.01199577409774,0.225518910145254,0,5,0
w/o path-bias sampling,一般,37,20261940,1,266.184682770538,0.4677412,0.0075708,0.0075708,0.4600347,4113,3.58995878722195,0.538267573774801,0,5,0
w/o dynamic rewiring,一般,37,20261940,1,276.853248435528,0.5140404,0.0068036,0.0068036,0.5071135,4194,1.94771587565652,0.292802083782291,0,5,0
AB-IRRT* (full),一般,37,20261940,1,266.005827208628,0.4507334,0.0049945,0.0049945,0.4456294,4092,3.48154486203188,0.153608835132993,0,5,0
APF-only,一般,38,20261941,1,442.385244950109,0.0059581,0.0058196,0.0059581,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,38,20261941,1,295.583009915095,0.4749542,0.0105409,0,0.4749542,4193,9.54840595343454,0.746150587805795,NaN,NaN,0
w/o seed shortcutting,一般,38,20261941,1,266.726254240083,0.50151,0.0044994,0.0044994,0.4968974,4179,2.63558279554452,4.16441316979653,0,5,0
w/o ellipse seeding,一般,38,20261941,1,265.234175424241,0.5037276,0.0062037,0.0062037,0.4974062,4169,2.31760099438173,0.988516720901843,0,5,0
w/o path-bias sampling,一般,38,20261941,1,264.183115427994,0.4922286,0.0070516,0.0070516,0.4850474,4000,2.31226723346516,0.108329142590222,0,5,0
w/o dynamic rewiring,一般,38,20261941,1,273.497032740282,0.523971,0.0044345,0.0044345,0.5192281,4160,7.26344211317732,0.014254648847535,0,5,0
AB-IRRT* (full),一般,38,20261941,1,264.35709995323,0.4621354,0.0051089,0.0051089,0.4569192,3965,3.68651050498299,0.0656202738588477,0,5,0
APF-only,一般,39,20261942,1,442.385244950109,0.0038036,0.0037155,0.0038036,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,39,20261942,1,372.049015615443,0.2026153,0.0379128,0,0.2026153,2840,13.5043419838171,0.329298654932084,NaN,NaN,0
w/o seed shortcutting,一般,39,20261942,1,269.42250681343,0.4603415,0.0047698,0.0047698,0.4554652,4283,4.29186516639071,0.523722227159735,0,5,0
w/o ellipse seeding,一般,39,20261942,1,268.428387963159,0.4634896,0.0048808,0.0048808,0.4585092,4249,4.94607332113625,0.0478455560481876,0,5,0
w/o path-bias sampling,一般,39,20261942,1,276.853248435528,0.4449987,0.0078954,0.0078954,0.4369672,4301,1.94771587565652,0.292802083782291,0,5,0
w/o dynamic rewiring,一般,39,20261942,1,276.853248435528,0.520317,0.0056248,0.0056248,0.5145578,4288,1.94771587565652,0.292802083782291,0,5,0
AB-IRRT* (full),一般,39,20261942,1,269.740211554898,0.4336803,0.0049428,0.0049428,0.4286191,4215,3.85328855702335,0.791754113014201,0,5,0
APF-only,一般,40,20261943,1,442.385244950109,0.005552,0.0054285,0.005552,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,40,20261943,1,276.606528714682,0.5013523,0.0160822,0,0.5013523,4372,6.81482998983521,0.0373490531082137,NaN,NaN,0
w/o seed shortcutting,一般,40,20261943,1,273.958404072911,0.4537682,0.0047644,0.0047644,0.4488951,4273,6.47069267570577,0.594711097361762,0,5,0
w/o ellipse seeding,一般,40,20261943,1,269.589676250102,0.4369353,0.0045855,0.0045855,0.4322474,4284,4.38157214607412,0.98082152289624,0,5,0
w/o path-bias sampling,一般,40,20261943,1,266.534943120314,0.4283425,0.0048862,0.0048862,0.4233521,4080,3.14879586217217,0.201727490838191,0,5,0
w/o dynamic rewiring,一般,40,20261943,1,276.853248435528,0.4921482,0.0050977,0.0050977,0.4869366,4143,1.94771587565652,0.292802083782291,0,5,0
AB-IRRT* (full),一般,40,20261943,1,269.927005274413,0.4659222,0.0065507,0.0065507,0.4592389,4083,4.66635390408764,0.340770878481129,0,5,0
APF-only,一般,41,20261944,1,442.385244950109,0.0059684,0.0058447,0.0059684,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,41,20261944,1,284.541219722484,0.5124716,0.0138128,0,0.5124716,4282,9.04423407247473,0.081449363820397,NaN,NaN,0
w/o seed shortcutting,一般,41,20261944,1,264.657211205402,0.4743661,0.0051447,0.0051447,0.4690996,4052,2.71998949885465,0.219869942900023,0,5,0
w/o ellipse seeding,一般,41,20261944,1,267.396936646885,0.4919904,0.0057672,0.0057672,0.4860944,4141,2.97165927496635,0.452009561385412,0,5,0
w/o path-bias sampling,一般,41,20261944,1,267.457653970035,0.4632577,0.0062365,0.0062365,0.4568874,4141,4.08505799121107,0.0708923704213444,0,5,0
w/o dynamic rewiring,一般,41,20261944,1,276.853248435528,0.5405335,0.0065459,0.0065459,0.533863,4182,1.94771587565652,0.292802083782291,0,5,0
AB-IRRT* (full),一般,41,20261944,1,270.498982346333,0.4547003,0.0073879,0.0073879,0.4471786,4144,4.56859681763579,0.230288722660958,0,5,0
APF-only,一般,42,20261945,1,442.385244950109,0.0066128,0.0064844,0.0066128,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,42,20261945,1,335.807961594753,0.3171046,0.0223514,0,0.3171046,3635,11.4191930772557,0.422023837427325,NaN,NaN,0
w/o seed shortcutting,一般,42,20261945,1,269.656452990406,0.4797046,0.0059263,0.0059263,0.4736578,4306,5.07032248963864,0.876982206291425,0,5,0
w/o ellipse seeding,一般,42,20261945,1,270.512892260804,0.4889875,0.0065318,0.0065318,0.4823358,4325,5.19753935202018,1.39200143945984,0,5,0
w/o path-bias sampling,一般,42,20261945,1,267.106125037792,0.4557521,0.0065231,0.0065231,0.44909,4002,3.08639672737546,0.334309033981246,0,5,0
w/o dynamic rewiring,一般,42,20261945,1,272.247132757428,0.511606,0.0070882,0.0070882,0.5043749,4238,4.76349095430804,1.27136636076322,0,5,0
AB-IRRT* (full),一般,42,20261945,1,267.254521435708,0.4684865,0.0066837,0.0066837,0.4616764,4134,4.52238503908655,0.241217927164259,0,5,0
APF-only,一般,43,20261946,1,442.385244950109,0.0059561,0.0058334,0.0059561,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,43,20261946,1,271.705096560167,0.4957366,0.0090418,0,0.4957366,4312,8.9511747865383,0.448919327995096,NaN,NaN,0
w/o seed shortcutting,一般,43,20261946,1,269.480196773078,0.4478737,0.0047915,0.0047915,0.4429762,4237,4.25240307027184,0.289445109547863,0,5,0
w/o ellipse seeding,一般,43,20261946,1,267.237706832917,0.4398143,0.005045,0.005045,0.4346678,4086,3.38481398003712,1.08375576147235,0,5,0
w/o path-bias sampling,一般,43,20261946,1,264.787872245333,0.4457446,0.0048523,0.0048523,0.4407841,4072,3.06191206965723,0.0195509459376879,0,5,0
w/o dynamic rewiring,一般,43,20261946,1,271.519889118922,0.5107928,0.0051594,0.0051594,0.5055217,4190,5.95831810507328,0.332831627494155,0,5,0
AB-IRRT* (full),一般,43,20261946,1,267.49066264095,0.4299842,0.0046173,0.0046173,0.4252626,4057,3.21136321168251,0.415944821052392,0,5,0
APF-only,一般,44,20261947,1,442.385244950109,0.0042043,0.0041086,0.0042043,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,44,20261947,1,277.537585723561,0.4883277,0.0064298,0,0.4883277,4222,8.04775583042565,0.0773655372685393,NaN,NaN,0
w/o seed shortcutting,一般,44,20261947,1,266.848415953904,0.4660877,0.0041646,0.0041646,0.4618175,4133,3.07231528174104,0.559678371651876,0,5,0
w/o ellipse seeding,一般,44,20261947,1,277.483359899274,0.455997,0.0046862,0.0046862,0.4512106,4250,5.58590519484299,0.470599427356623,0,5,0
w/o path-bias sampling,一般,44,20261947,1,264.561287928653,0.4756836,0.0054049,0.0054049,0.470154,3919,2.10746731708514,0.484345840942222,0,5,0
w/o dynamic rewiring,一般,44,20261947,1,276.853248435528,0.5052755,0.0049886,0.0049886,0.5001734,4131,1.94771587565652,0.292802083782291,0,5,0
AB-IRRT* (full),一般,44,20261947,1,265.984729708242,0.4179325,0.005451,0.005451,0.4123712,3972,3.63166871277068,0.308490232799853,0,5,0
APF-only,一般,45,20261948,1,442.385244950109,0.0043942,0.004292,0.0043942,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,45,20261948,1,356.298672287141,0.2128809,0.0330358,0,0.2128809,3012,15.4313033582105,0.189779321323669,NaN,NaN,0
w/o seed shortcutting,一般,45,20261948,1,267.704849937812,0.4638402,0.0048187,0.0048187,0.4589169,4235,5.01872840622055,0.170404685611146,0,5,0
w/o ellipse seeding,一般,45,20261948,1,264.742841369057,0.4865745,0.0067531,0.0067531,0.4796905,4109,1.87396684994906,0.193104976312291,0,5,0
w/o path-bias sampling,一般,45,20261948,1,263.716800264904,0.4711019,0.006544,0.006544,0.4644305,3919,1.75052833876002,0.152398527162463,0,5,0
w/o dynamic rewiring,一般,45,20261948,1,269.488271627101,0.6209899,0.0064361,0.0064361,0.6144135,4135,5.68933911909076,0.189734180612165,0,5,0
AB-IRRT* (full),一般,45,20261948,1,264.497506235221,0.4843062,0.00648,0.00648,0.4776827,3939,2.35091531156155,0.947751401376244,0,5,0
APF-only,一般,46,20261949,1,442.385244950109,0.0057074,0.0055922,0.0057074,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,46,20261949,1,273.716109083174,0.570978,0.008815,0,0.570978,4291,6.53190848109149,0.4136115222146,NaN,NaN,0
w/o seed shortcutting,一般,46,20261949,1,269.077501454461,0.4606551,0.0044559,0.0044559,0.4560855,4253,4.68409076228837,0.251268888431129,0,5,0
w/o ellipse seeding,一般,46,20261949,1,270.923294693988,0.4963052,0.0068399,0.0068399,0.4893391,4352,5.6109417415094,0.352701072280956,0,5,0
w/o path-bias sampling,一般,46,20261949,1,265.158328606223,0.425052,0.0071096,0.0071096,0.4178259,3939,2.79330492315502,0.0254875179797964,0,5,0
w/o dynamic rewiring,一般,46,20261949,1,272.78414677598,0.5479338,0.008243,0.008243,0.5395469,4226,7.40704668567578,0.0994429429680785,0,5,0
AB-IRRT* (full),一般,46,20261949,1,267.399376726775,0.4713259,0.0083605,0.0083605,0.462813,4115,4.41896386347327,0.50887908793429,0,5,0
APF-only,一般,47,20261950,1,442.385244950109,0.0058263,0.0057194,0.0058263,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,47,20261950,1,347.713584836631,0.2331271,0.0204542,0,0.2331271,3048,17.1725557974998,0.191307001294897,NaN,NaN,0
w/o seed shortcutting,一般,47,20261950,1,267.969423722562,0.4211873,0.0042007,0.0042007,0.4168866,4113,3.63850977256569,0.16210291872596,0,5,0
w/o ellipse seeding,一般,47,20261950,1,268.283661401093,0.4320445,0.0047753,0.0047753,0.4271683,4234,3.45837211454354,0.120258099089403,0,5,0
w/o path-bias sampling,一般,47,20261950,1,265.34808515822,0.4358577,0.0043371,0.0043371,0.4314235,3979,2.88548150972363,0.120031606275649,0,5,0
w/o dynamic rewiring,一般,47,20261950,1,271.916388654955,0.5013629,0.0074969,0.0074969,0.4937308,4178,7.74671453941714,0.208951192247008,0,5,0
AB-IRRT* (full),一般,47,20261950,1,266.134227960255,0.4385816,0.0049689,0.0049689,0.4334977,3973,4.52650753693208,0.600876722098544,0,5,0
APF-only,一般,48,20261951,1,442.385244950109,0.0059834,0.0058534,0.0059834,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,48,20261951,1,278.835997846232,0.5609619,0.0104423,0,0.5609619,4330,8.16019973009771,0.338170351190123,NaN,NaN,0
w/o seed shortcutting,一般,48,20261951,1,265.551747119055,0.4610053,0.0092814,0.0092814,0.4515612,4172,2.89823484881671,0.169839477681776,0,5,0
w/o ellipse seeding,一般,48,20261951,1,280.212476962114,0.4349078,0.005668,0.005668,0.4291276,4266,5.65023796267435,0.788243904659527,0,5,0
w/o path-bias sampling,一般,48,20261951,1,266.264235751968,0.4015013,0.0051768,0.0051768,0.3962065,4060,2.61904086558921,0.833841894864989,0,5,0
w/o dynamic rewiring,一般,48,20261951,1,268.829897899987,0.4691085,0.0044787,0.0044787,0.4645222,4122,6.49017355387036,0.330708439453993,0,5,0
AB-IRRT* (full),一般,48,20261951,1,264.30715607294,0.4406924,0.0045755,0.0045755,0.4360163,3971,2.19253853079525,0.780694117127984,0,5,0
APF-only,一般,49,20261952,1,442.385244950109,0.0074217,0.007269,0.0074217,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,49,20261952,1,278.81583413936,0.4802709,0.0088954,0,0.4802709,4366,9.11533228735858,1.28845902964699,NaN,NaN,0
w/o seed shortcutting,一般,49,20261952,1,267.004918443325,0.4658651,0.0038097,0.0038097,0.4619582,4257,4.65435168168935,0.670338910586114,0,5,0
w/o ellipse seeding,一般,49,20261952,1,291.795559088155,0.4568384,0.0058558,0.0058558,0.4508608,4363,6.89356931438762,0.146460480467482,0,5,0
w/o path-bias sampling,一般,49,20261952,1,264.947046765679,0.4587956,0.0065022,0.0065022,0.4521741,4049,2.42410250755194,0.0725970884277274,0,5,0
w/o dynamic rewiring,一般,49,20261952,1,272.278110125672,0.5402439,0.0071842,0.0071842,0.5329306,4264,6.2792460825109,0.170867897378029,0,5,0
AB-IRRT* (full),一般,49,20261952,1,266.043302072959,0.5014097,0.0065391,0.0065391,0.4947499,4126,2.79703054408053,0.713748388406701,0,5,0
APF-only,一般,50,20261953,1,442.385244950109,0.0062216,0.006086,0.0062216,0,NaN,38.6413649792452,0.185991746715437,0,5,0
Informed-RRT*,一般,50,20261953,1,273.72213591797,0.5622191,0.0104461,0,0.5622191,4328,6.96343491664706,1.75712987575755,NaN,NaN,0
w/o seed shortcutting,一般,50,20261953,1,267.596118187299,0.4843487,0.0060076,0.0060076,0.4782143,4260,3.89689981950043,0.218501605583297,0,5,0
w/o ellipse seeding,一般,50,20261953,1,267.235287541857,0.4979724,0.004303,0.004303,0.4935516,4252,3.0508150273905,1.22759673374178,0,5,0
w/o path-bias sampling,一般,50,20261953,1,263.849885893095,0.5278367,0.0091869,0.0091869,0.5184896,4063,2.54878491208112,0.149682574331917,0,5,0
w/o dynamic rewiring,一般,50,20261953,1,276.853248435528,0.5746867,0.0072269,0.0072269,0.5673257,4191,1.94771587565652,0.292802083782291,0,5,0
AB-IRRT* (full),一般,50,20261953,1,265.091361521829,0.4958333,0.0071238,0.0071238,0.4885818,4053,3.1518347002787,0.743893195447374,0,5,0
APF-only,环廊,1,20262904,1,235.942780406757,0.0093904,0.0089758,0.0093904,0,NaN,25.1558157819012,0.0563007751018114,2,3,0
Informed-RRT*,环廊,1,20262904,1,177.287250085823,0.8281508,0.0129883,0,0.8281508,4437,3.75343509569455,0.00155247067443032,NaN,NaN,0
w/o seed shortcutting,环廊,1,20262904,1,174.839172139698,0.6748994,0.0027687,0.0027687,0.6716974,3959,2.34021364337809,0.386480017198125,2,3,0
w/o ellipse seeding,环廊,1,20262904,1,175.232111949768,0.6527671,0.0053542,0.0053542,0.6469117,4101,2.27201882663285,0.0304826039245523,2,3,0
w/o path-bias sampling,环廊,1,20262904,1,174.685393687214,0.6236649,0.0047708,0.0047708,0.6182471,3824,2.00443393343472,0.0430516825698604,2,3,0
w/o dynamic rewiring,环廊,1,20262904,1,175.972289231373,0.6882039,0.0034211,0.0034211,0.6806175,3959,2.93593865228661,0.1061121383567,2,3,0
AB-IRRT* (full),环廊,1,20262904,1,174.818063207195,0.6513009,0.0051536,0.0051536,0.6459788,3830,2.07202102819391,0.0420124157343764,2,3,0
APF-only,环廊,2,20262905,1,235.942780406757,0.0027303,0.0026167,0.0027303,0,NaN,25.1558157819012,0.0563007751018114,2,3,0
Informed-RRT*,环廊,2,20262905,1,177.254071645401,0.7664553,0.0089686,0,0.7664553,4506,3.57917131933476,0.655359273958451,NaN,NaN,0
w/o seed shortcutting,环廊,2,20262905,1,174.826486947019,0.7083821,0.0025147,0.0025147,0.7057345,3932,2.11952055530818,0.0679534103202402,2,3,0
