dim,scenario,capTag,capSeconds,algorithm,run,seed,success,length,time,firstSolutionTime
2d,狭窄,1,0.047358008,AB-IRRT*,25,20262928,1,212.885243942151,0.0478276,0.0122516
2d,狭窄,1,0.047358008,RRT*,26,20262929,1,242.847559843654,0.0476152,0.0121681
2d,狭窄,1,0.047358008,Informed-RRT*,26,20262929,1,245.682612776314,0.0476914,0.013556
2d,狭窄,1,0.047358008,PRM*,26,20262929,1,229.151576863918,0.0484585,0.001073
2d,狭窄,1,0.047358008,FMT*,26,20262929,1,251.17021211389,0.0479124,0.0088132
2d,狭窄,1,0.047358008,BIT*,26,20262929,1,254.548043482746,0.0501771,0.0467744
2d,狭窄,1,0.047358008,RRT#,26,20262929,1,243.81375389907,0.0478172,0.0180969
2d,狭窄,1,0.047358008,APF-only,26,20262929,1,279.791130115633,0.0080223,0.0079042
2d,狭窄,1,0.047358008,AB-IRRT*,26,20262929,1,212.885243942151,0.0478265,0.0100761
2d,狭窄,1,0.047358008,RRT*,27,20262930,1,230.724714788807,0.0477945,0.0100915
2d,狭窄,1,0.047358008,Informed-RRT*,27,20262930,1,225.119955911784,0.0477847,0.0155542
2d,狭窄,1,0.047358008,PRM*,27,20262930,1,222.599274358002,0.0483681,0.0028969
2d,狭窄,1,0.047358008,FMT*,27,20262930,1,243.59605840021,0.0479438,0.0104723
2d,狭窄,1,0.047358008,BIT*,27,20262930,1,240.278176913746,0.0480675,0.0477451
2d,狭窄,1,0.047358008,RRT#,27,20262930,1,239.791929267217,0.047787,0.0135392
2d,狭窄,1,0.047358008,APF-only,27,20262930,1,279.791130115633,0.0092329,0.0091001
2d,狭窄,1,0.047358008,AB-IRRT*,27,20262930,1,212.885243942151,0.0478109,0.0086337
2d,狭窄,1,0.047358008,RRT*,28,20262931,1,246.231811406912,0.047632,0.0097863
2d,狭窄,1,0.047358008,Informed-RRT*,28,20262931,1,259.81225451429,0.0479339,0.0084784
2d,狭窄,1,0.047358008,PRM*,28,20262931,1,229.553875446284,0.0486697,0.0089089
2d,狭窄,1,0.047358008,FMT*,28,20262931,1,244.952401523998,0.048298,0.0154608
2d,狭窄,1,0.047358008,BIT*,28,20262931,0,Inf,0.0482328,NaN
2d,狭窄,1,0.047358008,RRT#,28,20262931,1,244.79148939119,0.047888,0.0135633
2d,狭窄,1,0.047358008,APF-only,28,20262931,1,279.791130115633,0.00734,0.0072248
2d,狭窄,1,0.047358008,AB-IRRT*,28,20262931,1,212.885243942151,0.0484074,0.007534
2d,狭窄,1,0.047358008,RRT*,29,20262932,1,234.757092498259,0.0476848,0.0065764
2d,狭窄,1,0.047358008,Informed-RRT*,29,20262932,1,233.911140981027,0.0476912,0.0070874
2d,狭窄,1,0.047358008,PRM*,29,20262932,1,230.138209697559,0.0486131,0.0024962
2d,狭窄,1,0.047358008,FMT*,29,20262932,1,240.056993908016,0.0479328,0.0107931
2d,狭窄,1,0.047358008,BIT*,29,20262932,1,237.464410518234,0.0481792,0.0258591
2d,狭窄,1,0.047358008,RRT#,29,20262932,1,229.808614153525,0.047931,0.0084842
2d,狭窄,1,0.047358008,APF-only,29,20262932,1,279.791130115633,0.0065475,0.006446
2d,狭窄,1,0.047358008,AB-IRRT*,29,20262932,1,212.885243942151,0.0479468,0.0071665
2d,狭窄,1,0.047358008,RRT*,30,20262933,1,228.991160784589,0.047938,0.0130491
2d,狭窄,1,0.047358008,Informed-RRT*,30,20262933,1,226.642679657761,0.0478268,0.0166648
2d,狭窄,1,0.047358008,PRM*,30,20262933,1,240.92317442035,0.0490493,0.0032698
2d,狭窄,1,0.047358008,FMT*,30,20262933,1,262.354257796852,0.048105,0.0221153
2d,狭窄,1,0.047358008,BIT*,30,20262933,1,237.37109727616,0.0484693,0.0481023
2d,狭窄,1,0.047358008,RRT#,30,20262933,1,228.627542384125,0.0479022,0.0253237
2d,狭窄,1,0.047358008,APF-only,30,20262933,1,279.791130115633,0.0119743,0.0118488
2d,狭窄,1,0.047358008,AB-IRRT*,30,20262933,1,212.885243942151,0.0478897,0.0090074
2d,狭窄,2,0.094716016,RRT*,1,20262904,1,215.055555795046,0.0951676,0.0091769
2d,狭窄,2,0.094716016,Informed-RRT*,1,20262904,1,214.137009974987,0.095118,0.0159096
2d,狭窄,2,0.094716016,PRM*,1,20262904,1,226.859989066897,0.096524,0.0008879
2d,狭窄,2,0.094716016,FMT*,1,20262904,1,281.756073769027,0.0953613,0.0111547
2d,狭窄,2,0.094716016,BIT*,1,20262904,0,Inf,0.095307,NaN
2d,狭窄,2,0.094716016,RRT#,1,20262904,1,213.532883932501,0.0952941,0.0133544
2d,狭窄,2,0.094716016,APF-only,1,20262904,1,279.791130115633,0.0081957,0.0080543
2d,狭窄,2,0.094716016,AB-IRRT*,1,20262904,1,212.885243942151,0.0951897,0.0093173
2d,狭窄,2,0.094716016,RRT*,2,20262905,1,226.619883134366,0.0950638,0.0169673
2d,狭窄,2,0.094716016,Informed-RRT*,2,20262905,1,230.705249737449,0.0951126,0.0147951
2d,狭窄,2,0.094716016,PRM*,2,20262905,1,224.404508805962,0.0969077,0.0007074
2d,狭窄,2,0.094716016,FMT*,2,20262905,1,242.746403576303,0.0955638,0.0108133
2d,狭窄,2,0.094716016,BIT*,2,20262905,1,238.23121984762,0.0957638,0.0305585
2d,狭窄,2,0.094716016,RRT#,2,20262905,1,237.412805661101,0.0952607,0.0230291
2d,狭窄,2,0.094716016,APF-only,2,20262905,1,279.791130115633,0.0086277,0.0084916
2d,狭窄,2,0.094716016,AB-IRRT*,2,20262905,1,212.885243942151,0.0955604,0.008855
2d,狭窄,2,0.094716016,RRT*,3,20262906,1,240.779747078687,0.0950898,0.0092942
2d,狭窄,2,0.094716016,Informed-RRT*,3,20262906,1,256.684312550054,0.0951582,0.0131021
2d,狭窄,2,0.094716016,PRM*,3,20262906,1,231.571589510123,0.0964987,0.0001405
2d,狭窄,2,0.094716016,FMT*,3,20262906,1,229.573749364846,0.0963655,0.0291517
2d,狭窄,2,0.094716016,BIT*,3,20262906,0,Inf,0.0955012,NaN
2d,狭窄,2,0.094716016,RRT#,3,20262906,1,238.662987991028,0.0954898,0.0153211
2d,狭窄,2,0.094716016,APF-only,3,20262906,1,279.791130115633,0.009683,0.0095596
2d,狭窄,2,0.094716016,AB-IRRT*,3,20262906,1,212.885243942151,0.0951478,0.0094316
2d,狭窄,2,0.094716016,RRT*,4,20262907,1,223.143520849628,0.0949745,0.0063616
2d,狭窄,2,0.094716016,Informed-RRT*,4,20262907,1,224.496500686808,0.0951656,0.0062188
2d,狭窄,2,0.094716016,PRM*,4,20262907,1,240.863040729777,0.0979452,0.0122794
2d,狭窄,2,0.094716016,FMT*,4,20262907,1,255.269442909948,0.0958801,0.0228313
2d,狭窄,2,0.094716016,BIT*,4,20262907,1,239.344083275422,0.0958139,0.037785
2d,狭窄,2,0.094716016,RRT#,4,20262907,1,222.956943830807,0.0954948,0.0127433
2d,狭窄,2,0.094716016,APF-only,4,20262907,1,279.791130115633,0.0168459,0.0166988
2d,狭窄,2,0.094716016,AB-IRRT*,4,20262907,1,212.885243942151,0.0953059,0.0089623
2d,狭窄,2,0.094716016,RRT*,5,20262908,1,220.37192718714,0.0952093,0.0083061
2d,狭窄,2,0.094716016,Informed-RRT*,5,20262908,1,230.724477150016,0.0951498,0.0078089
2d,狭窄,2,0.094716016,PRM*,5,20262908,1,242.6403358629,0.0972361,0.0453295
2d,狭窄,2,0.094716016,FMT*,5,20262908,1,250.330435809447,0.0953693,0.0338127
2d,狭窄,2,0.094716016,BIT*,5,20262908,1,236.810824490025,0.0956591,0.0257872
2d,狭窄,2,0.094716016,RRT#,5,20262908,1,215.380530704847,0.0954922,0.0108511
2d,狭窄,2,0.094716016,APF-only,5,20262908,1,279.791130115633,0.0069584,0.0068526
2d,狭窄,2,0.094716016,AB-IRRT*,5,20262908,1,212.885243942151,0.095407,0.0064823
2d,狭窄,2,0.094716016,RRT*,6,20262909,1,215.655186516983,0.0949981,0.0073599
2d,狭窄,2,0.094716016,Informed-RRT*,6,20262909,1,214.022503253178,0.0950892,0.0068595
2d,狭窄,2,0.094716016,PRM*,6,20262909,1,222.446636086525,0.0968412,0.0002747
2d,狭窄,2,0.094716016,FMT*,6,20262909,1,254.9232781424,0.0959217,0.0416012
2d,狭窄,2,0.094716016,BIT*,6,20262909,0,Inf,0.0972782,NaN
2d,狭窄,2,0.094716016,RRT#,6,20262909,1,214.912551844101,0.0952316,0.0141147
2d,狭窄,2,0.094716016,APF-only,6,20262909,1,279.791130115633,0.0062892,0.0061931
2d,狭窄,2,0.094716016,AB-IRRT*,6,20262909,1,212.885243942151,0.0951978,0.0069602
2d,狭窄,2,0.094716016,RRT*,7,20262910,1,215.666761966034,0.0949921,0.0093586
2d,狭窄,2,0.094716016,Informed-RRT*,7,20262910,1,219.346959263647,0.0951787,0.0067667
2d,狭窄,2,0.094716016,PRM*,7,20262910,1,228.227994982852,0.096831,0.0177684
2d,狭窄,2,0.094716016,FMT*,7,20262910,1,252.249178879998,0.0953907,0.0073304
2d,狭窄,2,0.094716016,BIT*,7,20262910,1,241.012683471385,0.0953214,0.02359
2d,狭窄,2,0.094716016,RRT#,7,20262910,1,216.151521145785,0.0951228,0.0093955
2d,狭窄,2,0.094716016,APF-only,7,20262910,1,279.791130115633,0.0070527,0.0069475
2d,狭窄,2,0.094716016,AB-IRRT*,7,20262910,1,212.885243942151,0.0951403,0.0073196
2d,狭窄,2,0.094716016,RRT*,8,20262911,1,214.701851793614,0.0950486,0.0089053
2d,狭窄,2,0.094716016,Informed-RRT*,8,20262911,1,214.512412144604,0.0951435,0.0069354
2d,狭窄,2,0.094716016,PRM*,8,20262911,1,237.188695128607,0.0966952,0.0015863
2d,狭窄,2,0.094716016,FMT*,8,20262911,1,235.232672652113,0.0953567,0.0740693
2d,狭窄,2,0.094716016,BIT*,8,20262911,0,Inf,0.0963546,NaN
2d,狭窄,2,0.094716016,RRT#,8,20262911,1,215.296422641767,0.0952619,0.0107059
2d,狭窄,2,0.094716016,APF-only,8,20262911,1,279.791130115633,0.0082406,0.0081005
2d,狭窄,2,0.094716016,AB-IRRT*,8,20262911,1,212.885243942151,0.0952949,0.0103075
2d,狭窄,2,0.094716016,RRT*,9,20262912,1,214.491823254547,0.0949847,0.0079943
2d,狭窄,2,0.094716016,Informed-RRT*,9,20262912,1,214.255398141008,0.0952491,0.0084692
2d,狭窄,2,0.094716016,PRM*,9,20262912,1,245.984584051145,0.097741,0.078772
2d,狭窄,2,0.094716016,FMT*,9,20262912,1,225.90121973707,0.0953257,0.063841
2d,狭窄,2,0.094716016,BIT*,9,20262912,0,Inf,0.0952506,NaN
2d,狭窄,2,0.094716016,RRT#,9,20262912,1,213.861568987602,0.0951482,0.008329
2d,狭窄,2,0.094716016,APF-only,9,20262912,1,279.791130115633,0.0108437,0.010735
2d,狭窄,2,0.094716016,AB-IRRT*,9,20262912,1,212.885243942151,0.0952486,0.0098057
2d,狭窄,2,0.094716016,RRT*,10,20262913,1,223.278175822973,0.095006,0.009541
2d,狭窄,2,0.094716016,Informed-RRT*,10,20262913,1,221.938896889939,0.0951321,0.0097498
2d,狭窄,2,0.094716016,PRM*,10,20262913,1,224.571795689765,0.0965274,0.0007765
2d,狭窄,2,0.094716016,FMT*,10,20262913,1,259.328138950394,0.0952667,0.0125442
2d,狭窄,2,0.094716016,BIT*,10,20262913,0,Inf,0.0955646,NaN
2d,狭窄,2,0.094716016,RRT#,10,20262913,1,222.04908700161,0.0952829,0.0102884
2d,狭窄,2,0.094716016,APF-only,10,20262913,1,279.791130115633,0.0083286,0.0082125
2d,狭窄,2,0.094716016,AB-IRRT*,10,20262913,1,212.885243942151,0.095354,0.0099525
2d,狭窄,2,0.094716016,RRT*,11,20262914,1,223.325642903716,0.0951891,0.031564
2d,狭窄,2,0.094716016,Informed-RRT*,11,20262914,1,222.229660967493,0.0951297,0.0255268
2d,狭窄,2,0.094716016,PRM*,11,20262914,1,242.338756032362,0.096525,0.0020723
2d,狭窄,2,0.094716016,FMT*,11,20262914,1,241.831914894954,0.0952353,0.0097223
2d,狭窄,2,0.094716016,BIT*,11,20262914,1,240.800425162908,0.095411,0.0578897
2d,狭窄,2,0.094716016,RRT#,11,20262914,1,221.784812927462,0.0953311,0.0279145
2d,狭窄,2,0.094716016,APF-only,11,20262914,1,279.791130115633,0.0094901,0.0093584
2d,狭窄,2,0.094716016,AB-IRRT*,11,20262914,1,212.885243942151,0.0951542,0.0083919
2d,狭窄,2,0.094716016,RRT*,12,20262915,1,225.252157487176,0.0953848,0.0131421
2d,狭窄,2,0.094716016,Informed-RRT*,12,20262915,1,219.491616327232,0.0952664,0.0130888
2d,狭窄,2,0.094716016,PRM*,12,20262915,1,238.613685513684,0.0970416,0.0377274
2d,狭窄,2,0.094716016,FMT*,12,20262915,1,241.684377273069,0.0954179,0.0269262
2d,狭窄,2,0.094716016,BIT*,12,20262915,0,Inf,0.0958135,NaN
2d,狭窄,2,0.094716016,RRT#,12,20262915,1,221.445447955543,0.0953342,0.0118505
2d,狭窄,2,0.094716016,APF-only,12,20262915,1,279.791130115633,0.0108715,0.0106979
2d,狭窄,2,0.094716016,AB-IRRT*,12,20262915,1,212.885243942151,0.0952587,0.0082945
2d,狭窄,2,0.094716016,RRT*,13,20262916,1,214.052393135705,0.095014,0.0092936
2d,狭窄,2,0.094716016,Informed-RRT*,13,20262916,1,216.153974666375,0.0950985,0.0117647
2d,狭窄,2,0.094716016,PRM*,13,20262916,1,239.664721395571,0.0966661,0.0016643
2d,狭窄,2,0.094716016,FMT*,13,20262916,1,259.792021053853,0.0954593,0.0070905
2d,狭窄,2,0.094716016,BIT*,13,20262916,1,247.604173035283,0.0960399,0.0266528
2d,狭窄,2,0.094716016,RRT#,13,20262916,1,212.616704413475,0.0952126,0.014677
2d,狭窄,2,0.094716016,APF-only,13,20262916,1,279.791130115633,0.0077568,0.00763
2d,狭窄,2,0.094716016,AB-IRRT*,13,20262916,1,212.885243942151,0.0951369,0.0088279
2d,狭窄,2,0.094716016,RRT*,14,20262917,1,217.25071533666,0.095025,0.0065354
2d,狭窄,2,0.094716016,Informed-RRT*,14,20262917,1,217.181657258465,0.0950855,0.0077728
2d,狭窄,2,0.094716016,PRM*,14,20262917,1,227.53607586556,0.0966941,0.0015087
2d,狭窄,2,0.094716016,FMT*,14,20262917,1,257.462269761535,0.0962925,0.0149067
2d,狭窄,2,0.094716016,BIT*,14,20262917,1,247.477787800264,0.0967072,0.0572526
2d,狭窄,2,0.094716016,RRT#,14,20262917,1,225.973975383455,0.0953204,0.0115265
2d,狭窄,2,0.094716016,APF-only,14,20262917,1,279.791130115633,0.0079165,0.0078048
2d,狭窄,2,0.094716016,AB-IRRT*,14,20262917,1,212.885243942151,0.0952644,0.0074098
2d,狭窄,2,0.094716016,RRT*,15,20262918,1,217.782740027018,0.095048,0.0088912
2d,狭窄,2,0.094716016,Informed-RRT*,15,20262918,1,213.765436536435,0.0950331,0.0084629
2d,狭窄,2,0.094716016,PRM*,15,20262918,1,225.666365576465,0.0965292,0.0055649
2d,狭窄,2,0.094716016,FMT*,15,20262918,1,232.377496775748,0.0954587,0.032095
2d,狭窄,2,0.094716016,BIT*,15,20262918,1,241.32722649566,0.095293,0.0479321
2d,狭窄,2,0.094716016,RRT#,15,20262918,1,217.479265785029,0.0953302,0.0101828
2d,狭窄,2,0.094716016,APF-only,15,20262918,1,279.791130115633,0.0090875,0.0089398
2d,狭窄,2,0.094716016,AB-IRRT*,15,20262918,1,212.885243942151,0.0953719,0.0090536
2d,狭窄,2,0.094716016,RRT*,16,20262919,1,242.912167304724,0.0950798,0.0260943
2d,狭窄,2,0.094716016,Informed-RRT*,16,20262919,1,237.540527899676,0.0951207,0.0225368
2d,狭窄,2,0.094716016,PRM*,16,20262919,1,224.713738991002,0.0967938,0.0017662
2d,狭窄,2,0.094716016,FMT*,16,20262919,1,234.443077148992,0.0968174,0.011973
2d,狭窄,2,0.094716016,BIT*,16,20262919,0,Inf,0.0973163,NaN
2d,狭窄,2,0.094716016,RRT#,16,20262919,1,245.03642339606,0.0954838,0.0418144
2d,狭窄,2,0.094716016,APF-only,16,20262919,1,279.791130115633,0.010179,0.0099754
2d,狭窄,2,0.094716016,AB-IRRT*,16,20262919,1,212.885243942151,0.0954879,0.0169019
2d,狭窄,2,0.094716016,RRT*,17,20262920,1,242.518566023177,0.0951438,0.0177325
2d,狭窄,2,0.094716016,Informed-RRT*,17,20262920,1,241.61414285515,0.0950769,0.0199778
2d,狭窄,2,0.094716016,PRM*,17,20262920,1,226.39730500948,0.0967494,0.0008414
2d,狭窄,2,0.094716016,FMT*,17,20262920,1,238.042842192098,0.0954028,0.0110197
2d,狭窄,2,0.094716016,BIT*,17,20262920,1,225.195521380451,0.095412,0.0306263
2d,狭窄,2,0.094716016,RRT#,17,20262920,1,244.227715217127,0.0951549,0.0194131
2d,狭窄,2,0.094716016,APF-only,17,20262920,1,279.791130115633,0.0083632,0.0082406
2d,狭窄,2,0.094716016,AB-IRRT*,17,20262920,1,212.614906455505,0.0952342,0.0088021
2d,狭窄,2,0.094716016,RRT*,18,20262921,1,222.56607606714,0.0950231,0.0091675
2d,狭窄,2,0.094716016,Informed-RRT*,18,20262921,1,214.970722684108,0.0951071,0.0139456
2d,狭窄,2,0.094716016,PRM*,18,20262921,1,225.078270753348,0.096923,0.013779
2d,狭窄,2,0.094716016,FMT*,18,20262921,1,234.503132833463,0.0955545,0.032645
2d,狭窄,2,0.094716016,BIT*,18,20262921,0,Inf,0.0956952,NaN
2d,狭窄,2,0.094716016,RRT#,18,20262921,1,218.517491801525,0.0953004,0.0111938
2d,狭窄,2,0.094716016,APF-only,18,20262921,1,279.791130115633,0.0103261,0.0101908
2d,狭窄,2,0.094716016,AB-IRRT*,18,20262921,1,212.885243942151,0.0952385,0.0087489
2d,狭窄,2,0.094716016,RRT*,19,20262922,1,225.175530571939,0.0950133,0.0110495
2d,狭窄,2,0.094716016,Informed-RRT*,19,20262922,1,221.470365673214,0.0950603,0.010875
2d,狭窄,2,0.094716016,PRM*,19,20262922,1,222.855247713868,0.0969713,0.0029143
2d,狭窄,2,0.094716016,FMT*,19,20262922,1,253.624289325936,0.0952481,0.0240177
2d,狭窄,2,0.094716016,BIT*,19,20262922,1,225.788633270837,0.0953514,0.0273484
2d,狭窄,2,0.094716016,RRT#,19,20262922,1,223.009967583905,0.0952985,0.0136042
2d,狭窄,2,0.094716016,APF-only,19,20262922,1,279.791130115633,0.011109,0.0109793
2d,狭窄,2,0.094716016,AB-IRRT*,19,20262922,1,212.885243942151,0.095318,0.0113219
2d,狭窄,2,0.094716016,RRT*,20,20262923,1,216.223297667697,0.0949783,0.0178095
2d,狭窄,2,0.094716016,Informed-RRT*,20,20262923,1,219.66147587243,0.0951456,0.0175119
2d,狭窄,2,0.094716016,PRM*,20,20262923,1,226.521496647587,0.0967611,0.0021737
2d,狭窄,2,0.094716016,FMT*,20,20262923,1,251.466393435637,0.0952888,0.0096056
2d,狭窄,2,0.094716016,BIT*,20,20262923,0,Inf,0.0953745,NaN
2d,狭窄,2,0.094716016,RRT#,20,20262923,1,216.569076996753,0.0955479,0.0193351
2d,狭窄,2,0.094716016,APF-only,20,20262923,1,279.791130115633,0.0085999,0.0084692
2d,狭窄,2,0.094716016,AB-IRRT*,20,20262923,1,212.885243942151,0.0951866,0.0086276
2d,狭窄,2,0.094716016,RRT*,21,20262924,1,216.527517809966,0.0950082,0.0125187
2d,狭窄,2,0.094716016,Informed-RRT*,21,20262924,1,222.10822730541,0.0951453,0.0104906
2d,狭窄,2,0.094716016,PRM*,21,20262924,1,225.562005262967,0.0966151,0.0094339
2d,狭窄,2,0.094716016,FMT*,21,20262924,1,227.945513244323,0.0953601,0.0472678
2d,狭窄,2,0.094716016,BIT*,21,20262924,0,Inf,0.0953939,NaN
2d,狭窄,2,0.094716016,RRT#,21,20262924,1,215.751271127316,0.095297,0.0122407
2d,狭窄,2,0.094716016,APF-only,21,20262924,1,279.791130115633,0.0079533,0.0078306
2d,狭窄,2,0.094716016,AB-IRRT*,21,20262924,1,212.885243942151,0.0953352,0.0129903
2d,狭窄,2,0.094716016,RRT*,22,20262925,1,221.81071935924,0.0950108,0.0092096
2d,狭窄,2,0.094716016,Informed-RRT*,22,20262925,1,215.864317024168,0.0951796,0.0106173
2d,狭窄,2,0.094716016,PRM*,22,20262925,1,226.926543715033,0.0966635,0.013558
2d,狭窄,2,0.094716016,FMT*,22,20262925,1,255.353129012325,0.0955476,0.0078064
2d,狭窄,2,0.094716016,BIT*,22,20262925,0,Inf,0.0955178,NaN
2d,狭窄,2,0.094716016,RRT#,22,20262925,1,220.344554604791,0.0951436,0.0147697
2d,狭窄,2,0.094716016,APF-only,22,20262925,1,279.791130115633,0.0083328,0.0082105
2d,狭窄,2,0.094716016,AB-IRRT*,22,20262925,1,212.885243942151,0.0952132,0.0099599
2d,狭窄,2,0.094716016,RRT*,23,20262926,1,216.290062049961,0.0949773,0.0096373
2d,狭窄,2,0.094716016,Informed-RRT*,23,20262926,1,214.850248766364,0.0950683,0.0092597
2d,狭窄,2,0.094716016,PRM*,23,20262926,1,239.153224045681,0.0971113,0.0126051
2d,狭窄,2,0.094716016,FMT*,23,20262926,1,242.212666575332,0.0957281,0.0423142
2d,狭窄,2,0.094716016,BIT*,23,20262926,0,Inf,0.0957711,NaN
2d,狭窄,2,0.094716016,RRT#,23,20262926,1,214.862593475497,0.0952675,0.0139565
2d,狭窄,2,0.094716016,APF-only,23,20262926,1,279.791130115633,0.0097816,0.0096272
2d,狭窄,2,0.094716016,AB-IRRT*,23,20262926,1,212.885243942151,0.0953587,0.0084528
2d,狭窄,2,0.094716016,RRT*,24,20262927,1,222.279374181321,0.0950674,0.0176331
2d,狭窄,2,0.094716016,Informed-RRT*,24,20262927,1,223.857967333987,0.0950655,0.0107567
2d,狭窄,2,0.094716016,PRM*,24,20262927,1,240.851008212456,0.0965118,0.0380525
2d,狭窄,2,0.094716016,FMT*,24,20262927,1,230.265695261573,0.0952558,0.0535049
2d,狭窄,2,0.094716016,BIT*,24,20262927,0,Inf,0.0956926,NaN
2d,狭窄,2,0.094716016,RRT#,24,20262927,1,221.121028103134,0.0956909,0.0136341
2d,狭窄,2,0.094716016,APF-only,24,20262927,1,279.791130115633,0.0088947,0.008765
2d,狭窄,2,0.094716016,AB-IRRT*,24,20262927,1,212.885243942151,0.0953234,0.0103837
2d,狭窄,2,0.094716016,RRT*,25,20262928,1,243.706744908194,0.095094,0.0118469
2d,狭窄,2,0.094716016,Informed-RRT*,25,20262928,1,246.1207210912,0.0951889,0.0144851
2d,狭窄,2,0.094716016,PRM*,25,20262928,1,224.73516526794,0.0966576,0.0167088
2d,狭窄,2,0.094716016,FMT*,25,20262928,1,230.508337598713,0.0953774,0.0108893
2d,狭窄,2,0.094716016,BIT*,25,20262928,1,221.170975299726,0.0954876,0.0747693
2d,狭窄,2,0.094716016,RRT#,25,20262928,1,239.705942391489,0.09523,0.0131041
2d,狭窄,2,0.094716016,APF-only,25,20262928,1,279.791130115633,0.0084287,0.0082828
2d,狭窄,2,0.094716016,AB-IRRT*,25,20262928,1,212.885243942151,0.0952137,0.0112857
2d,狭窄,2,0.094716016,RRT*,26,20262929,1,238.519538866914,0.0950256,0.0149073
2d,狭窄,2,0.094716016,Informed-RRT*,26,20262929,1,237.888995987425,0.0950654,0.0165934
2d,狭窄,2,0.094716016,PRM*,26,20262929,1,228.539555327145,0.0965645,0.0013654
2d,狭窄,2,0.094716016,FMT*,26,20262929,1,251.17021211389,0.0953461,0.0076154
2d,狭窄,2,0.094716016,BIT*,26,20262929,1,240.399825653526,0.0967966,0.0525124
2d,狭窄,2,0.094716016,RRT#,26,20262929,1,239.46743222308,0.0954598,0.020317
2d,狭窄,2,0.094716016,APF-only,26,20262929,1,279.791130115633,0.0079724,0.0078491
2d,狭窄,2,0.094716016,AB-IRRT*,26,20262929,1,212.400255985009,0.0952172,0.0090941
2d,狭窄,2,0.094716016,RRT*,27,20262930,1,225.268726375041,0.0949724,0.0112739
2d,狭窄,2,0.094716016,Informed-RRT*,27,20262930,1,226.530398409968,0.0950538,0.0119476
2d,狭窄,2,0.094716016,PRM*,27,20262930,1,222.599274358002,0.0963576,0.003592
2d,狭窄,2,0.094716016,FMT*,27,20262930,1,243.59605840021,0.095367,0.012021
2d,狭窄,2,0.094716016,BIT*,27,20262930,1,240.278176913746,0.0954462,0.0761814
2d,狭窄,2,0.094716016,RRT#,27,20262930,1,223.519935991629,0.0957172,0.0131285
2d,狭窄,2,0.094716016,APF-only,27,20262930,1,279.791130115633,0.0076823,0.0075609
2d,狭窄,2,0.094716016,AB-IRRT*,27,20262930,1,212.885243942151,0.0955539,0.0096974
2d,狭窄,2,0.094716016,RRT*,28,20262931,1,246.681332466264,0.0951827,0.0143044
2d,狭窄,2,0.094716016,Informed-RRT*,28,20262931,1,254.617103912164,0.0951169,0.0113691
2d,狭窄,2,0.094716016,PRM*,28,20262931,1,229.016816413532,0.096673,0.0077233
2d,狭窄,2,0.094716016,FMT*,28,20262931,1,244.952401523998,0.0954371,0.0150597
2d,狭窄,2,0.094716016,BIT*,28,20262931,0,Inf,0.0956681,NaN
2d,狭窄,2,0.094716016,RRT#,28,20262931,1,243.746008227655,0.0953952,0.0143116
2d,狭窄,2,0.094716016,APF-only,28,20262931,1,279.791130115633,0.009017,0.0088883
2d,狭窄,2,0.094716016,AB-IRRT*,28,20262931,1,212.637735930565,0.0951911,0.0084347
2d,狭窄,2,0.094716016,RRT*,29,20262932,1,220.105425674203,0.0949998,0.0063399
2d,狭窄,2,0.094716016,Informed-RRT*,29,20262932,1,216.014690583912,0.0952081,0.00629
2d,狭窄,2,0.094716016,PRM*,29,20262932,1,228.415841106612,0.0973358,0.0026331
2d,狭窄,2,0.094716016,FMT*,29,20262932,1,240.056993908016,0.0953456,0.01123
2d,狭窄,2,0.094716016,BIT*,29,20262932,1,223.15987668579,0.0954689,0.0289339
2d,狭窄,2,0.094716016,RRT#,29,20262932,1,220.687702989581,0.0953047,0.0109655
2d,狭窄,2,0.094716016,APF-only,29,20262932,1,279.791130115633,0.0081386,0.0080274
2d,狭窄,2,0.094716016,AB-IRRT*,29,20262932,1,212.885243942151,0.0953187,0.0093683
2d,狭窄,2,0.094716016,RRT*,30,20262933,1,222.673609386999,0.095045,0.0119839
2d,狭窄,2,0.094716016,Informed-RRT*,30,20262933,1,219.712596928742,0.0951721,0.0118483
2d,狭窄,2,0.094716016,PRM*,30,20262933,1,239.66765199873,0.096795,0.0028795
2d,狭窄,2,0.094716016,FMT*,30,20262933,1,262.354257796852,0.096266,0.0173222
2d,狭窄,2,0.094716016,BIT*,30,20262933,1,237.37109727616,0.0953898,0.0714056
2d,狭窄,2,0.094716016,RRT#,30,20262933,1,222.171076747225,0.0952153,0.0145479
2d,狭窄,2,0.094716016,APF-only,30,20262933,1,279.791130115633,0.008315,0.008197
2d,狭窄,2,0.094716016,AB-IRRT*,30,20262933,1,212.885243942151,0.0953863,0.0075419
2d,广阔,1,0.078724854,RRT*,1,20263904,1,212.828999385866,0.0790342,0.0064587
2d,广阔,1,0.078724854,Informed-RRT*,1,20263904,1,210.128934996592,0.0792134,0.0093553
2d,广阔,1,0.078724854,PRM*,1,20263904,1,220.943339987449,0.0806062,0.0001774
2d,广阔,1,0.078724854,FMT*,1,20263904,1,219.698255246229,0.0799159,0.0143955
2d,广阔,1,0.078724854,BIT*,1,20263904,1,238.920686077489,0.0809851,0.0780208
2d,广阔,1,0.078724854,RRT#,1,20263904,1,214.055844890684,0.0794368,0.0080094
