dim,scenario,capTag,capSeconds,algorithm,run,seed,success,length,time,firstSolutionTime
3d,狭窄,1,0.817403694,PRM*,29,20262932,1,262.515653818247,0.8283597,0.0001678
3d,狭窄,1,0.817403694,FMT*,29,20262932,1,284.211526125692,0.8193599,0.0240648
3d,狭窄,1,0.817403694,BIT*,29,20262932,1,272.999827528671,0.8186284,0.0463188
3d,狭窄,1,0.817403694,RRT#,29,20262932,1,257.825584987997,0.8181519,0.0332943
3d,狭窄,1,0.817403694,APF-only,29,20262932,1,323.571846627543,0.0037737,0.0036567
3d,狭窄,1,0.817403694,AB-IRRT*,29,20262932,1,248.081522405792,0.8180812,0.0039114
3d,狭窄,1,0.817403694,RRT*,30,20262933,1,268.940749366549,0.8177383,0.0452501
3d,狭窄,1,0.817403694,Informed-RRT*,30,20262933,1,272.975841693261,0.8177439,0.0424102
3d,狭窄,1,0.817403694,PRM*,30,20262933,1,263.898405408629,0.8323586,0.0008039
3d,狭窄,1,0.817403694,FMT*,30,20262933,1,264.855610305032,0.8187339,0.0145039
3d,狭窄,1,0.817403694,BIT*,30,20262933,1,259.926008011118,0.8187449,0.029363
3d,狭窄,1,0.817403694,RRT#,30,20262933,1,265.601641694479,0.8181039,0.0575184
3d,狭窄,1,0.817403694,APF-only,30,20262933,1,323.571846627543,0.0043891,0.004279
3d,狭窄,1,0.817403694,AB-IRRT*,30,20262933,1,248.081522405792,0.8181145,0.0049397
3d,狭窄,2,1.634807388,RRT*,1,20262904,1,263.843420349021,1.6353046,0.0387084
3d,狭窄,2,1.634807388,Informed-RRT*,1,20262904,1,251.553331013718,1.6354539,0.050805
3d,狭窄,2,1.634807388,PRM*,1,20262904,1,258.483796648355,1.6723784,0.002134
3d,狭窄,2,1.634807388,FMT*,1,20262904,1,277.523055808054,1.6358905,0.0041681
3d,狭窄,2,1.634807388,BIT*,1,20262904,1,319.2676577127,1.6364431,0.0528722
3d,狭窄,2,1.634807388,RRT#,1,20262904,1,260.161559920851,1.6355842,0.0494071
3d,狭窄,2,1.634807388,APF-only,1,20262904,1,323.571846627543,0.0038102,0.0036905
3d,狭窄,2,1.634807388,AB-IRRT*,1,20262904,1,246.371097724867,1.6354115,0.0067823
3d,狭窄,2,1.634807388,RRT*,2,20262905,1,262.042222439999,1.6350823,0.0199295
3d,狭窄,2,1.634807388,Informed-RRT*,2,20262905,1,253.704230600288,1.6351541,0.0204158
3d,狭窄,2,1.634807388,PRM*,2,20262905,1,257.68216047306,1.6740212,0.0008909
3d,狭窄,2,1.634807388,FMT*,2,20262905,1,258.201762562581,1.6360999,0.0161305
3d,狭窄,2,1.634807388,BIT*,2,20262905,1,274.57580535545,1.6363397,0.0680508
3d,狭窄,2,1.634807388,RRT#,2,20262905,1,256.363515764919,1.6358297,0.0159598
3d,狭窄,2,1.634807388,APF-only,2,20262905,1,323.571846627543,0.0052171,0.0050706
3d,狭窄,2,1.634807388,AB-IRRT*,2,20262905,1,246.617102785984,1.6358052,0.0043389
3d,狭窄,2,1.634807388,RRT*,3,20262906,1,256.997777848813,1.6352032,0.0159709
3d,狭窄,2,1.634807388,Informed-RRT*,3,20262906,1,249.874713973129,1.6351869,0.0227542
3d,狭窄,2,1.634807388,PRM*,3,20262906,1,259.962286261456,1.6710601,0.0037681
3d,狭窄,2,1.634807388,FMT*,3,20262906,1,325.484026890712,1.6360252,0.0130427
3d,狭窄,2,1.634807388,BIT*,3,20262906,1,268.861352961678,1.6360426,0.068215
3d,狭窄,2,1.634807388,RRT#,3,20262906,1,252.824431557749,1.6356809,0.0192337
3d,狭窄,2,1.634807388,APF-only,3,20262906,1,323.571846627543,0.0040682,0.0039585
3d,狭窄,2,1.634807388,AB-IRRT*,3,20262906,1,246.80070919529,1.6352634,0.0037394
3d,狭窄,2,1.634807388,RRT*,4,20262907,1,258.916999264643,1.6352339,0.0157184
3d,狭窄,2,1.634807388,Informed-RRT*,4,20262907,1,256.77503409042,1.6361212,0.0192313
3d,狭窄,2,1.634807388,PRM*,4,20262907,1,255.039425183115,1.6773254,0.004489
3d,狭窄,2,1.634807388,FMT*,4,20262907,1,266.570856208524,1.6360453,0.0146548
3d,狭窄,2,1.634807388,BIT*,4,20262907,1,255.76146905858,1.6361388,0.0294858
3d,狭窄,2,1.634807388,RRT#,4,20262907,1,254.788554790986,1.6357114,0.0152436
3d,狭窄,2,1.634807388,APF-only,4,20262907,1,323.571846627543,0.0045041,0.0043803
3d,狭窄,2,1.634807388,AB-IRRT*,4,20262907,1,246.476987809497,1.6355559,0.006859
3d,狭窄,2,1.634807388,RRT*,5,20262908,1,252.529927789123,1.6352331,0.0092515
3d,狭窄,2,1.634807388,Informed-RRT*,5,20262908,1,250.537365535749,1.635368,0.0111788
3d,狭窄,2,1.634807388,PRM*,5,20262908,1,261.93164564606,1.6792248,0.0004344
3d,狭窄,2,1.634807388,FMT*,5,20262908,1,262.418927998793,1.6360509,0.0159939
3d,狭窄,2,1.634807388,BIT*,5,20262908,1,262.077308818053,1.6362481,0.0157181
3d,狭窄,2,1.634807388,RRT#,5,20262908,1,251.529330233485,1.6355528,0.0143578
3d,狭窄,2,1.634807388,APF-only,5,20262908,1,323.571846627543,0.0037953,0.0036761
3d,狭窄,2,1.634807388,AB-IRRT*,5,20262908,1,246.744397695766,1.6355813,0.0054985
3d,狭窄,2,1.634807388,RRT*,6,20262909,1,256.270184868681,1.6350782,0.0272292
3d,狭窄,2,1.634807388,Informed-RRT*,6,20262909,1,255.822526786046,1.6352084,0.0234924
3d,狭窄,2,1.634807388,PRM*,6,20262909,1,260.131764936655,1.6723116,0.0016983
3d,狭窄,2,1.634807388,FMT*,6,20262909,1,266.929693643989,1.636171,0.0489149
3d,狭窄,2,1.634807388,BIT*,6,20262909,1,277.860308948433,1.6362001,0.0505232
3d,狭窄,2,1.634807388,RRT#,6,20262909,1,261.575444092965,1.6355921,0.0229681
3d,狭窄,2,1.634807388,APF-only,6,20262909,1,323.571846627543,0.00388,0.0037643
3d,狭窄,2,1.634807388,AB-IRRT*,6,20262909,1,247.019891776041,1.6353422,0.0038105
3d,狭窄,2,1.634807388,RRT*,7,20262910,1,257.853396786483,1.6352152,0.0196608
3d,狭窄,2,1.634807388,Informed-RRT*,7,20262910,1,252.289886494193,1.6352699,0.0260499
3d,狭窄,2,1.634807388,PRM*,7,20262910,1,256.895053924358,1.6744287,0.0020592
3d,狭窄,2,1.634807388,FMT*,7,20262910,1,305.417726744048,1.6363082,0.077666
3d,狭窄,2,1.634807388,BIT*,7,20262910,1,261.705009636456,1.6360014,0.2399126
3d,狭窄,2,1.634807388,RRT#,7,20262910,1,253.500531283451,1.6358387,0.0207152
3d,狭窄,2,1.634807388,APF-only,7,20262910,1,323.571846627543,0.0044962,0.0043629
3d,狭窄,2,1.634807388,AB-IRRT*,7,20262910,1,246.618749908192,1.6354901,0.0040508
3d,狭窄,2,1.634807388,RRT*,8,20262911,1,255.874729975419,1.6351053,0.0093626
3d,狭窄,2,1.634807388,Informed-RRT*,8,20262911,1,250.355650302902,1.6351835,0.0099903
3d,狭窄,2,1.634807388,PRM*,8,20262911,1,259.986741411776,1.6677009,0.0025852
3d,狭窄,2,1.634807388,FMT*,8,20262911,1,284.297495955295,1.6363161,0.0129579
3d,狭窄,2,1.634807388,BIT*,8,20262911,1,269.973527896729,1.6364273,0.042478
3d,狭窄,2,1.634807388,RRT#,8,20262911,1,253.28154671599,1.6357815,0.0125245
3d,狭窄,2,1.634807388,APF-only,8,20262911,1,323.571846627543,0.0035282,0.0034144
3d,狭窄,2,1.634807388,AB-IRRT*,8,20262911,1,247.309067884672,1.6354693,0.0038968
3d,狭窄,2,1.634807388,RRT*,9,20262912,1,258.332481432636,1.6357143,0.0125071
3d,狭窄,2,1.634807388,Informed-RRT*,9,20262912,1,253.339716327909,1.6353424,0.0219301
3d,狭窄,2,1.634807388,PRM*,9,20262912,1,263.443863205647,1.6745867,0.0010551
3d,狭窄,2,1.634807388,FMT*,9,20262912,1,264.504696043568,1.6358861,0.0137636
3d,狭窄,2,1.634807388,BIT*,9,20262912,1,257.117680024374,1.636369,0.0305652
3d,狭窄,2,1.634807388,RRT#,9,20262912,1,256.942781788214,1.6359424,0.021523
3d,狭窄,2,1.634807388,APF-only,9,20262912,1,323.571846627543,0.0059005,0.0057517
3d,狭窄,2,1.634807388,AB-IRRT*,9,20262912,1,248.081522405792,1.6353629,0.0076025
3d,狭窄,2,1.634807388,RRT*,10,20262913,1,259.639469560483,1.6351513,0.0239691
3d,狭窄,2,1.634807388,Informed-RRT*,10,20262913,1,252.194712792136,1.6352098,0.0113819
3d,狭窄,2,1.634807388,PRM*,10,20262913,1,255.262546089539,1.6797433,0.0001891
3d,狭窄,2,1.634807388,FMT*,10,20262913,1,262.955923498398,1.6362411,0.0467702
3d,狭窄,2,1.634807388,BIT*,10,20262913,1,260.658062861614,1.6365625,0.6584273
3d,狭窄,2,1.634807388,RRT#,10,20262913,1,255.422143727717,1.635877,0.0151834
3d,狭窄,2,1.634807388,APF-only,10,20262913,1,323.571846627543,0.004956,0.0048213
3d,狭窄,2,1.634807388,AB-IRRT*,10,20262913,1,246.970470829602,1.6352444,0.0045098
3d,狭窄,2,1.634807388,RRT*,11,20262914,1,261.885264279142,1.6351606,0.0100925
3d,狭窄,2,1.634807388,Informed-RRT*,11,20262914,1,251.871159130621,1.6351947,0.0100807
3d,狭窄,2,1.634807388,PRM*,11,20262914,1,258.97837134966,1.6744714,0.0007068
3d,狭窄,2,1.634807388,FMT*,11,20262914,1,304.593165504281,1.6361692,0.0134026
3d,狭窄,2,1.634807388,BIT*,11,20262914,1,269.189289829898,1.6372499,0.0338305
3d,狭窄,2,1.634807388,RRT#,11,20262914,1,254.345328471046,1.6355802,0.0126652
3d,狭窄,2,1.634807388,APF-only,11,20262914,1,323.571846627543,0.0041123,0.0039979
3d,狭窄,2,1.634807388,AB-IRRT*,11,20262914,1,246.31029745377,1.635865,0.0042918
3d,狭窄,2,1.634807388,RRT*,12,20262915,1,259.222840240815,1.6351918,0.0158732
3d,狭窄,2,1.634807388,Informed-RRT*,12,20262915,1,256.55145409359,1.6352275,0.013759
3d,狭窄,2,1.634807388,PRM*,12,20262915,1,257.046189151609,1.6751491,0.0059444
3d,狭窄,2,1.634807388,FMT*,12,20262915,1,286.218631614826,1.6362548,0.0305748
3d,狭窄,2,1.634807388,BIT*,12,20262915,1,281.358898472885,1.6366808,0.0898248
3d,狭窄,2,1.634807388,RRT#,12,20262915,1,257.253373271731,1.6358827,0.0144105
3d,狭窄,2,1.634807388,APF-only,12,20262915,1,323.571846627543,0.0049091,0.0047693
3d,狭窄,2,1.634807388,AB-IRRT*,12,20262915,1,247.006921600091,1.6354726,0.0049852
3d,狭窄,2,1.634807388,RRT*,13,20262916,1,258.509752822539,1.6351599,0.0190653
3d,狭窄,2,1.634807388,Informed-RRT*,13,20262916,1,250.306309027019,1.6351472,0.0196572
3d,狭窄,2,1.634807388,PRM*,13,20262916,1,261.754966983044,1.6783682,0.0029207
3d,狭窄,2,1.634807388,FMT*,13,20262916,1,265.281198979327,1.6362494,0.0621588
3d,狭窄,2,1.634807388,BIT*,13,20262916,1,328.755375740111,1.6364938,0.0197217
3d,狭窄,2,1.634807388,RRT#,13,20262916,1,254.016851107111,1.6357293,0.0257128
3d,狭窄,2,1.634807388,APF-only,13,20262916,1,323.571846627543,0.0045218,0.0043902
3d,狭窄,2,1.634807388,AB-IRRT*,13,20262916,1,247.552376255346,1.6353904,0.0049023
3d,狭窄,2,1.634807388,RRT*,14,20262917,1,259.951050058685,1.6351884,0.0106957
3d,狭窄,2,1.634807388,Informed-RRT*,14,20262917,1,252.295933409351,1.6353995,0.0113066
3d,狭窄,2,1.634807388,PRM*,14,20262917,1,260.98527170878,1.678068,0.0322559
3d,狭窄,2,1.634807388,FMT*,14,20262917,1,272.063338517616,1.6360322,0.0112927
3d,狭窄,2,1.634807388,BIT*,14,20262917,1,265.200754315775,1.6360631,0.062764
3d,狭窄,2,1.634807388,RRT#,14,20262917,1,255.047870816986,1.6356465,0.0152734
3d,狭窄,2,1.634807388,APF-only,14,20262917,1,323.571846627543,0.0041515,0.0040308
3d,狭窄,2,1.634807388,AB-IRRT*,14,20262917,1,247.019468582574,1.6353333,0.0039331
3d,狭窄,2,1.634807388,RRT*,15,20262918,1,256.295989702454,1.6352054,0.0345588
3d,狭窄,2,1.634807388,Informed-RRT*,15,20262918,1,252.113355696338,1.6353365,0.0255359
3d,狭窄,2,1.634807388,PRM*,15,20262918,1,256.886535668354,1.677792,0.0059328
3d,狭窄,2,1.634807388,FMT*,15,20262918,1,278.356129271727,1.6359443,0.0134974
3d,狭窄,2,1.634807388,BIT*,15,20262918,1,278.223524037314,1.6363212,0.027137
3d,狭窄,2,1.634807388,RRT#,15,20262918,1,252.69834160844,1.6358823,0.0341861
3d,狭窄,2,1.634807388,APF-only,15,20262918,1,323.571846627543,0.0056794,0.0055448
3d,狭窄,2,1.634807388,AB-IRRT*,15,20262918,1,246.896515002865,1.6354707,0.0066467
3d,狭窄,2,1.634807388,RRT*,16,20262919,1,252.638235598005,1.635124,0.0169987
3d,狭窄,2,1.634807388,Informed-RRT*,16,20262919,1,249.872750363052,1.6352103,0.0195621
3d,狭窄,2,1.634807388,PRM*,16,20262919,1,259.338992195863,1.6775252,0.0033664
3d,狭窄,2,1.634807388,FMT*,16,20262919,1,275.039300466743,1.6361975,0.0315174
3d,狭窄,2,1.634807388,BIT*,16,20262919,1,263.050697304116,1.6378696,0.0582309
3d,狭窄,2,1.634807388,RRT#,16,20262919,1,250.945257826635,1.6356283,0.0190317
3d,狭窄,2,1.634807388,APF-only,16,20262919,1,323.571846627543,0.004459,0.004327
3d,狭窄,2,1.634807388,AB-IRRT*,16,20262919,1,246.81144360303,1.6359487,0.0039636
3d,狭窄,2,1.634807388,RRT*,17,20262920,1,257.648617042079,1.6351864,0.0127932
3d,狭窄,2,1.634807388,Informed-RRT*,17,20262920,1,250.397560022931,1.6352422,0.0109825
3d,狭窄,2,1.634807388,PRM*,17,20262920,1,261.58636643357,1.6785148,0.0006011
3d,狭窄,2,1.634807388,FMT*,17,20262920,1,271.784167116456,1.6361905,0.0126638
3d,狭窄,2,1.634807388,BIT*,17,20262920,1,270.097434557782,1.6359979,0.0332929
3d,狭窄,2,1.634807388,RRT#,17,20262920,1,255.627885245562,1.6359099,0.0140063
3d,狭窄,2,1.634807388,APF-only,17,20262920,1,323.571846627543,0.0053365,0.0051882
3d,狭窄,2,1.634807388,AB-IRRT*,17,20262920,1,246.436595593705,1.6353497,0.005588
3d,狭窄,2,1.634807388,RRT*,18,20262921,1,257.432391245192,1.6351244,0.0059409
3d,狭窄,2,1.634807388,Informed-RRT*,18,20262921,1,254.150635034603,1.6351949,0.0063864
3d,狭窄,2,1.634807388,PRM*,18,20262921,1,258.654453834339,1.6778232,0.0017752
3d,狭窄,2,1.634807388,FMT*,18,20262921,1,284.717619231023,1.6359115,0.015145
3d,狭窄,2,1.634807388,BIT*,18,20262921,1,272.301007039253,1.6389013,0.0208581
3d,狭窄,2,1.634807388,RRT#,18,20262921,1,253.238840134872,1.6357544,0.0101577
3d,狭窄,2,1.634807388,APF-only,18,20262921,1,323.571846627543,0.0054581,0.0053151
3d,狭窄,2,1.634807388,AB-IRRT*,18,20262921,1,246.757074284812,1.6367149,0.0054989
3d,狭窄,2,1.634807388,RRT*,19,20262922,1,262.982092848059,1.6351569,0.0412611
3d,狭窄,2,1.634807388,Informed-RRT*,19,20262922,1,263.624245757922,1.6351976,0.0416832
3d,狭窄,2,1.634807388,PRM*,19,20262922,1,258.400926470213,1.6742402,0.0017545
3d,狭窄,2,1.634807388,FMT*,19,20262922,1,302.719803305333,1.6359519,0.0198435
3d,狭窄,2,1.634807388,BIT*,19,20262922,1,263.944177769055,1.636336,0.0265531
3d,狭窄,2,1.634807388,RRT#,19,20262922,1,253.833430271746,1.6356816,0.0445735
3d,狭窄,2,1.634807388,APF-only,19,20262922,1,323.571846627543,0.0041327,0.0040004
3d,狭窄,2,1.634807388,AB-IRRT*,19,20262922,1,247.176174692881,1.6355707,0.0052037
3d,狭窄,2,1.634807388,RRT*,20,20262923,1,255.646053091194,1.6354342,0.0155837
3d,狭窄,2,1.634807388,Informed-RRT*,20,20262923,1,252.844475577665,1.6354494,0.015925
3d,狭窄,2,1.634807388,PRM*,20,20262923,1,258.104623996714,1.6821676,0.0052852
3d,狭窄,2,1.634807388,FMT*,20,20262923,1,295.954929984463,1.6358437,0.0301822
3d,狭窄,2,1.634807388,BIT*,20,20262923,0,Inf,1.6363128,NaN
3d,狭窄,2,1.634807388,RRT#,20,20262923,1,255.024322066735,1.6356961,0.0172014
3d,狭窄,2,1.634807388,APF-only,20,20262923,1,323.571846627543,0.0045199,0.0043896
3d,狭窄,2,1.634807388,AB-IRRT*,20,20262923,1,246.773905936848,1.6352987,0.0049878
3d,狭窄,2,1.634807388,RRT*,21,20262924,1,254.433234916915,1.6353655,0.0314153
3d,狭窄,2,1.634807388,Informed-RRT*,21,20262924,1,250.019493704849,1.6352118,0.0318977
3d,狭窄,2,1.634807388,PRM*,21,20262924,1,256.467501703212,1.6778412,0.0002982
3d,狭窄,2,1.634807388,FMT*,21,20262924,1,276.604072432826,1.6358019,0.0191541
3d,狭窄,2,1.634807388,BIT*,21,20262924,1,277.653167491832,1.6367052,0.064582
3d,狭窄,2,1.634807388,RRT#,21,20262924,1,253.604239227846,1.6356751,0.0351279
3d,狭窄,2,1.634807388,APF-only,21,20262924,1,323.571846627543,0.0047434,0.0046041
3d,狭窄,2,1.634807388,AB-IRRT*,21,20262924,1,246.866016157745,1.6353224,0.0051263
3d,狭窄,2,1.634807388,RRT*,22,20262925,1,259.367684384176,1.6352194,0.0153626
3d,狭窄,2,1.634807388,Informed-RRT*,22,20262925,1,252.710190361506,1.635416,0.0135612
3d,狭窄,2,1.634807388,PRM*,22,20262925,1,257.370702086688,1.6861045,0.0029708
3d,狭窄,2,1.634807388,FMT*,22,20262925,1,364.881847030859,1.6360313,0.0348588
3d,狭窄,2,1.634807388,BIT*,22,20262925,1,277.174809984546,1.6359571,0.1142824
3d,狭窄,2,1.634807388,RRT#,22,20262925,1,255.845061417313,1.6356144,0.0119651
3d,狭窄,2,1.634807388,APF-only,22,20262925,1,323.571846627543,0.0047027,0.0045648
3d,狭窄,2,1.634807388,AB-IRRT*,22,20262925,1,247.27600198439,1.6353391,0.0057129
3d,狭窄,2,1.634807388,RRT*,23,20262926,1,261.970225364214,1.6351491,0.0239717
3d,狭窄,2,1.634807388,Informed-RRT*,23,20262926,1,251.192497759642,1.6351455,0.0261515
3d,狭窄,2,1.634807388,PRM*,23,20262926,1,259.28197501263,1.6754421,0.0504051
3d,狭窄,2,1.634807388,FMT*,23,20262926,1,290.044975158307,1.6358905,0.0532505
3d,狭窄,2,1.634807388,BIT*,23,20262926,0,Inf,1.6365686,NaN
3d,狭窄,2,1.634807388,RRT#,23,20262926,1,256.456373162852,1.6360919,0.0284233
3d,狭窄,2,1.634807388,APF-only,23,20262926,1,323.571846627543,0.0052105,0.0050593
3d,狭窄,2,1.634807388,AB-IRRT*,23,20262926,1,247.234606275298,1.6352916,0.0050709
3d,狭窄,2,1.634807388,RRT*,24,20262927,1,259.953195495,1.6358227,0.042779
3d,狭窄,2,1.634807388,Informed-RRT*,24,20262927,1,254.75345160466,1.6352013,0.0455164
3d,狭窄,2,1.634807388,PRM*,24,20262927,1,261.379559663613,1.6655626,0.0082806
3d,狭窄,2,1.634807388,FMT*,24,20262927,1,319.448653236858,1.6358836,0.0472924
3d,狭窄,2,1.634807388,BIT*,24,20262927,0,Inf,1.6363106,NaN
3d,狭窄,2,1.634807388,RRT#,24,20262927,1,258.665890853162,1.6359441,0.0445475
3d,狭窄,2,1.634807388,APF-only,24,20262927,1,323.571846627543,0.0049522,0.0048094
3d,狭窄,2,1.634807388,AB-IRRT*,24,20262927,1,246.898534608181,1.6353266,0.0060016
3d,狭窄,2,1.634807388,RRT*,25,20262928,1,260.213892881301,1.6351653,0.0186674
3d,狭窄,2,1.634807388,Informed-RRT*,25,20262928,1,254.536238395247,1.6352071,0.0195921
3d,狭窄,2,1.634807388,PRM*,25,20262928,1,258.591819703561,1.6694656,0.0036185
3d,狭窄,2,1.634807388,FMT*,25,20262928,1,267.79296249216,1.6361873,0.0124659
3d,狭窄,2,1.634807388,BIT*,25,20262928,1,273.312344580861,1.6362839,0.0881336
3d,狭窄,2,1.634807388,RRT#,25,20262928,1,255.923671019956,1.6356505,0.0177805
3d,狭窄,2,1.634807388,APF-only,25,20262928,1,323.571846627543,0.0036831,0.0035645
3d,狭窄,2,1.634807388,AB-IRRT*,25,20262928,1,246.562300928301,1.6354102,0.0041419
3d,狭窄,2,1.634807388,RRT*,26,20262929,1,257.534925102725,1.6352032,0.0165496
3d,狭窄,2,1.634807388,Informed-RRT*,26,20262929,1,252.903817537494,1.6351532,0.0146159
3d,狭窄,2,1.634807388,PRM*,26,20262929,1,260.83041487504,1.6708864,0.0040995
3d,狭窄,2,1.634807388,FMT*,26,20262929,1,292.289201645456,1.6358378,0.0154419
3d,狭窄,2,1.634807388,BIT*,26,20262929,1,275.292553629804,1.6366075,0.0642284
3d,狭窄,2,1.634807388,RRT#,26,20262929,1,251.912745967631,1.6356635,0.0173924
3d,狭窄,2,1.634807388,APF-only,26,20262929,1,323.571846627543,0.0041536,0.0040307
3d,狭窄,2,1.634807388,AB-IRRT*,26,20262929,1,246.992236788163,1.635317,0.0048676
3d,狭窄,2,1.634807388,RRT*,27,20262930,1,260.885631911391,1.6353766,0.0147812
3d,狭窄,2,1.634807388,Informed-RRT*,27,20262930,1,251.712465963214,1.635361,0.0139909
3d,狭窄,2,1.634807388,PRM*,27,20262930,1,257.643392651373,1.6711533,0.0057984
3d,狭窄,2,1.634807388,FMT*,27,20262930,1,269.624439281891,1.6359338,0.0249426
3d,狭窄,2,1.634807388,BIT*,27,20262930,1,262.394642695313,1.6361892,0.1731268
3d,狭窄,2,1.634807388,RRT#,27,20262930,1,259.521308597685,1.6356141,0.0162684
3d,狭窄,2,1.634807388,APF-only,27,20262930,1,323.571846627543,0.004787,0.0046646
3d,狭窄,2,1.634807388,AB-IRRT*,27,20262930,1,246.817245246882,1.6352837,0.0043237
3d,狭窄,2,1.634807388,RRT*,28,20262931,1,249.529105586542,1.6350758,0.0155828
3d,狭窄,2,1.634807388,Informed-RRT*,28,20262931,1,247.969865767302,1.6352528,0.0088249
3d,狭窄,2,1.634807388,PRM*,28,20262931,1,259.736970470187,1.6660002,0.0058041
3d,狭窄,2,1.634807388,FMT*,28,20262931,1,294.128820114992,1.6362557,0.0196482
3d,狭窄,2,1.634807388,BIT*,28,20262931,1,260.704503849149,1.6366001,0.1495076
3d,狭窄,2,1.634807388,RRT#,28,20262931,1,249.433831617232,1.6357262,0.0100422
3d,狭窄,2,1.634807388,APF-only,28,20262931,1,323.571846627543,0.0046421,0.0044931
3d,狭窄,2,1.634807388,AB-IRRT*,28,20262931,1,246.408849807854,1.6355028,0.004689
3d,狭窄,2,1.634807388,RRT*,29,20262932,1,257.525933274331,1.6353371,0.0368753
3d,狭窄,2,1.634807388,Informed-RRT*,29,20262932,1,256.807828121835,1.6353188,0.0320274
3d,狭窄,2,1.634807388,PRM*,29,20262932,1,261.754533770994,1.6767332,0.0002016
3d,狭窄,2,1.634807388,FMT*,29,20262932,1,284.211526125692,1.6359912,0.0283434
3d,狭窄,2,1.634807388,BIT*,29,20262932,1,271.430290872694,1.6358549,0.056206
3d,狭窄,2,1.634807388,RRT#,29,20262932,1,253.318049089257,1.6356161,0.0250764
3d,狭窄,2,1.634807388,APF-only,29,20262932,1,323.571846627543,0.0036914,0.0035815
3d,狭窄,2,1.634807388,AB-IRRT*,29,20262932,1,246.718946669087,1.6354414,0.0039882
3d,狭窄,2,1.634807388,RRT*,30,20262933,1,259.041926516994,1.6354537,0.0424544
3d,狭窄,2,1.634807388,Informed-RRT*,30,20262933,1,256.871666097696,1.6352902,0.0546703
3d,狭窄,2,1.634807388,PRM*,30,20262933,1,262.512483381591,1.675978,0.000982
3d,狭窄,2,1.634807388,FMT*,30,20262933,1,264.855610305032,1.6362752,0.0176175
3d,狭窄,2,1.634807388,BIT*,30,20262933,1,259.926008011118,1.6363664,0.0367891
3d,狭窄,2,1.634807388,RRT#,30,20262933,1,254.887106885505,1.6359323,0.0513518
3d,狭窄,2,1.634807388,APF-only,30,20262933,1,323.571846627543,0.004717,0.0045655
3d,狭窄,2,1.634807388,AB-IRRT*,30,20262933,1,246.658713110861,1.6353388,0.0047553
3d,悬空,1,0.814563222,RRT*,1,20263904,1,279.265041711016,0.814886,0.0090546
3d,悬空,1,0.814563222,Informed-RRT*,1,20263904,1,269.256503275669,0.8149219,0.0104513
3d,悬空,1,0.814563222,PRM*,1,20263904,1,283.529966924506,0.8392096,0.0002003
3d,悬空,1,0.814563222,FMT*,1,20263904,1,275.186208317345,0.8154153,0.0207914
3d,悬空,1,0.814563222,BIT*,1,20263904,1,264.137076489917,0.8155389,0.0330789
3d,悬空,1,0.814563222,RRT#,1,20263904,1,278.349041002163,0.8152432,0.0087419
3d,悬空,1,0.814563222,APF-only,1,20263904,1,368.719651450309,0.0073262,0.0072026
3d,悬空,1,0.814563222,AB-IRRT*,1,20263904,1,262.960918760903,0.8152574,0.002578
3d,悬空,1,0.814563222,RRT*,2,20263905,1,281.064811032155,0.8149363,0.012634
3d,悬空,1,0.814563222,Informed-RRT*,2,20263905,1,273.941721243184,0.8151391,0.0135029
3d,悬空,1,0.814563222,PRM*,2,20263905,1,270.92061050864,0.8363563,0.0005129
3d,悬空,1,0.814563222,FMT*,2,20263905,1,287.09337776041,0.8152602,0.0134663
3d,悬空,1,0.814563222,BIT*,2,20263905,1,270.94540744133,0.8164643,0.0250642
3d,悬空,1,0.814563222,RRT#,2,20263905,1,276.78201723461,0.8153137,0.0133114
3d,悬空,1,0.814563222,APF-only,2,20263905,1,368.719651450309,0.0031764,0.0030487
3d,悬空,1,0.814563222,AB-IRRT*,2,20263905,1,263.189156144629,0.8154283,0.0030677
3d,悬空,1,0.814563222,RRT*,3,20263906,1,275.751527379105,0.8150778,0.0134231
3d,悬空,1,0.814563222,Informed-RRT*,3,20263906,1,271.831315735179,0.8151416,0.0128763
3d,悬空,1,0.814563222,PRM*,3,20263906,1,274.732116308588,0.8344593,0.0003016
3d,悬空,1,0.814563222,FMT*,3,20263906,1,266.362054455524,0.8183934,0.0218866
3d,悬空,1,0.814563222,BIT*,3,20263906,1,269.66488804286,0.8159108,0.0255975
3d,悬空,1,0.814563222,RRT#,3,20263906,1,275.454006276239,0.8154611,0.0121315
3d,悬空,1,0.814563222,APF-only,3,20263906,1,368.719651450309,0.006041,0.0058922
3d,悬空,1,0.814563222,AB-IRRT*,3,20263906,1,263.020191358961,0.8156056,0.0038434
3d,悬空,1,0.814563222,RRT*,4,20263907,1,291.53766376611,0.8148505,0.0121793
3d,悬空,1,0.814563222,Informed-RRT*,4,20263907,1,273.348841695991,0.8149796,0.0120177
3d,悬空,1,0.814563222,PRM*,4,20263907,1,275.931720401029,0.8353346,0.001279
3d,悬空,1,0.814563222,FMT*,4,20263907,1,282.611577743566,0.8177932,0.0126883
3d,悬空,1,0.814563222,BIT*,4,20263907,1,266.507527903145,0.8155896,0.0829517
3d,悬空,1,0.814563222,RRT#,4,20263907,1,290.047603284307,0.8153699,0.0110702
3d,悬空,1,0.814563222,APF-only,4,20263907,1,368.719651450309,0.0027391,0.0026312
3d,悬空,1,0.814563222,AB-IRRT*,4,20263907,1,262.731872162787,0.8166036,0.0028914
